Var,0182,0049,0075,0030,0081,0128,0065,0072,0093,0224,0061,0042,0019,0038,0036,0231,0198,0073,0046,0130,0086,0223,0122,0129,0094,0233,0185,0057,0216,0227,0138,0234,0099,0078,0125,0229,0232,0142,0031,0059,0009,0186,0063,0217,0003,0058,0136,0211,0113,0226,0225,0184,0188,1490,0011,0220,0133,0200,0219,0132,0115,0121,0091,0083,
ACTIVO,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO SANTANDER ,BANCO POPULAR ESPAÑOL ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANKINTER ,BARCLAYS BANK ,BANCO PASTOR ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCA MARCH,BANCO GUIPUZCOANO,DEUTSCHE BANK S.A.E.,BANESTO BANCO DE EMISIONES ,SANTANDER INVESTMENT,DEXIA SABADELL,BANCO COOPERATIVO ESPAÑOL ,OPEN BANK,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO BANIF,GENERAL ELECTRIC CAPITAL BANK,CITIBANK ESPAÑA ,BBVA BANCO DE FINANCIACIÓN,RBC DEXIA INVESTOR SERVICES ESPAÑA,POPULAR BANCA PRIVADA,BANCO URQUIJO SABADELL BANCA PRIVADA ,BANCO DEPOSITARIO BBVA ,BANCO POPULAR HIPOTECARIO ,UNO-E BANK,BANKOA ,BANCO CAMINOS,ALTAE BANCO,BANCA PUEYO,BANCOFAR ,BANCOPOPULAR-E,BANCO INVERSIS,BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA,BANCO ETCHEVERRÍA ,BANCO DE MADRID ,"FINANZIA, BANCO DE CRÉDITO ","BANCO DE FINANZAS E INVERSIONES, (FIBANC)",BANCO DE SERVICIOS FINANCIEROS CAJA MADRID - MAPFRE,BANCO HALIFAX HISPANIA,BANCO DE DEPÓSITOS,BNP PARIBAS ESPAÑA ,ARESBANK ,EBN BANCO DE NEGOCIOS,BANCO INDUSTRIAL DE BILBAO ,UBS BANK,BANCO CETELEM,BANCO EUROPEO DE FINANZAS,BANCO ALCALÁ ,SELF TRADE BANK,ALLFUNDS BANK,BANCO FINANTIA SOFINLOC ,MICROBANK DE LA CAIXA,PRIVAT BANK DEGROOF,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNATIONAL,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO LIBERTA,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,BANCO ALICANTINO DE COMERCIO,TOTAL BANCOS
1. CAJA Y DEPÓSITOS EN BANCOS CENTRALES,"45,41,258","1,90,88,043","12,05,208","7,47,626","14,25,371","3,73,608","5,08,412","4,43,966","83,338","1,02,991","1,58,270","1,58,215","1,50,670",0,"58,549","8,566","11,69,587","69,818","76,459","50,170","30,224","1,273","71,396","25,253","3,592","10,815","20,932",0,23,"18,817","25,692","12,240","17,736","23,137","7,496","6,467","8,780","23,643","19,178","6,123",36,"30,233",106,"36,956","5,416","5,424","7,961",852,0,"13,443",3,"1,522",241,"1,306",441,"1,993",0,"1,126",852,0,0,0,0,0,"3,08,60,853"
2. CARTERA DE NEGOCIACIÓN  ,"5,87,85,800","6,20,66,548","15,90,394","95,61,322","12,75,043","35,97,359","42,886","23,77,388","1,16,631","1,55,784","21,290","1,93,732","2,26,170","15,465",0,"93,154","28,63,617",501,"3,096",0,"53,556",0,56,"1,86,704",460,0,"35,225",0,0,0,"1,747",231,0,15,0,34,"53,921",652,312,465,0,268,0,0,0,"41,590",182,"1,24,821",0,"3,377",0,0,0,0,215,2,0,0,"1,105",0,0,0,0,0,"14,34,91,118"
2. 1. Depósitos en entidades de crédito  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 2. Crédito a la clientela ,0,"87,548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"87,548"
2. 3. Valores representativos de deuda  ,"1,78,76,112","2,04,70,843",0,"24,24,375",15,"27,36,809",68,"22,66,268",0,0,0,"71,016","1,271",0,0,0,"25,63,414",0,0,0,260,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"48,254",624,0,0,0,0,0,0,0,0,0,"85,380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,85,44,712"
2. 4.  Instrumentos de capital  ,"53,13,236","35,55,564","89,154","18,65,508",0,"2,07,760",0,"3,268",0,0,0,0,0,0,0,0,"9,890",501,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,662",0,247,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,"1,105",0,0,0,0,0,"1,10,52,486"
2. 5. Derivados de negociación ,"3,55,96,452","3,79,52,593","15,01,240","52,71,439","12,75,028","6,52,790","42,818","1,07,852","1,16,631","1,55,784","21,290","1,22,716","2,24,899","15,465",0,"93,154","2,90,313",0,"2,949",0,"53,296",0,56,"1,86,704",457,0,"35,225",0,0,0,"1,747",231,0,15,0,34,5,28,65,465,0,268,0,0,0,"41,590",182,"38,997",0,"3,377",0,0,0,0,215,2,0,0,0,0,0,0,0,0,"8,38,06,372"
Pro-memoria: Prestados o en garantía  ,"81,85,125","41,48,248",0,"23,44,906",0,"19,35,105",0,"30,580",0,0,0,59,0,0,0,0,"6,66,630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,090",133,0,0,0,0,0,0,0,0,0,"78,573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,73,91,449"
3. OTROS ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN PÉRDIDAS Y GANANCIAS,0,"1,76,52,656",0,0,0,"14,995",0,"9,07,005",0,0,0,0,0,0,0,0,0,0,"1,565",0,0,0,0,0,0,"5,249",0,0,0,0,0,"16,461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,"1,85,97,963"
3. 1. Depósitos en entidades de crédito  ,0,"1,47,98,069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,47,98,069"
3. 2. Crédito a la clientela  ,0,"28,54,587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,54,587"
