Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
2.5. Diferencias de cambio ......................................................................................................................................................................,"8,720",0,0,"-1,467",0,401,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,672",
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,89,11,362","2,93,81,636","45,07,371","38,44,699","36,32,650","16,47,960","11,54,156","9,54,165","8,42,435","40,22,222","10,78,989","2,82,196","6,82,827","6,28,913","5,62,908","99,925","70,468","2,17,724","5,20,635","62,727","4,14,432","1,67,278","1,74,160","1,90,997","2,45,686","78,817","2,53,264","4,08,389","3,99,904","3,21,593","1,87,197","2,16,574","1,49,235","81,172","2,28,304","96,523","37,999","61,312","37,935","1,33,254","1,14,942","69,643","26,043","32,067","60,026","26,136","67,939","56,223","60,623","98,789","87,227","3,01,737","72,567","3,52,694","30,230","1,94,339","1,68,472","26,338","1,99,711","72,316","71,748","22,696","25,568","36,416","25,578","32,974","1,20,301","20,156","16,177","11,735","9,086","7,95,00,490",
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","2,62,431","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,10,503",
3.1.1. Emitido ..................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","3,37,417","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,85,489",
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",
3.2. Prima de emisión ......................................................................................................................................................................,"1,27,70,323","2,03,70,128",0,"13,73,270","12,16,291","3,42,534","1,80,882","1,97,547","54,949","11,39,990",13,"10,662","1,66,572","2,804","2,19,896","65,407",0,0,0,"59,354","2,539","15,322",0,"49,008",511,"7,275",0,"2,30,195",747,0,"69,912",94,"1,32,087",138,"1,364","35,906",55,0,0,"75,874","29,388",0,0,0,0,"7,212","3,606",0,451,"10,955",0,"6,611",0,"57,140",0,"39,038","27,818",0,0,0,0,"1,276",0,0,0,0,"42,466",189,0,0,0,"3,90,17,799",
3.3. Reservas ..................................................................................................................................................................,"22,34,368","47,74,605","35,96,504","20,69,049","17,96,844","8,83,884","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,086","5,62,061","2,78,045","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,098","35,897","56,735","2,01,440","52,350","1,74,105","7,606","-45,745","1,19,894","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,055","-39,860","18,582","-19,658","-6,155","8,256","-3,688","10,317","25,476","50,250","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646",-853,"15,420","27,740","5,903","7,057","21,203","6,305","18,323","3,835",966,"4,249","2,527",65,"2,39,35,205",
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"22,34,368","47,74,605","35,96,504","20,69,049","17,96,844","8,83,884","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,081","5,62,061","2,78,045","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,098","35,897","56,735","2,01,440","52,350","1,74,105","7,606","-45,745","1,17,660","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,055","-39,860","18,582","-19,658","-6,155","8,256","-3,688","10,317","25,476","50,250","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646",-853,"15,415","27,740","5,903","7,057","21,203","6,305","18,323","3,835",966,"4,249","2,527",65,"2,39,32,961",
3.3.2. Remanente ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"2,244",
3.4. Otros instrumentos de capital ..........................................................................................................,"42,553","47,768",0,0,0,"8,754","4,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,03,763",
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,0,0,0,0,"8,754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,754",
3.4.2. Resto ..................................................................................................................................................................,"42,553","47,768",0,0,0,0,"4,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,009",
3.5. Menos: Valores propios ......................................................................................................................................................................,"-89,830",0,0,"-73,086",0,"-6,002",0,0,"-1,212",0,0,0,0,0,0,0,0,0,0,0,0,-519,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,"-5,134",0,0,0,0,0,0,0,0,0,0,0,0,-776,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,"-1,76,568",
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.7. Resultado del ejercicio ......................................................................................................................................................................,"32,27,033","25,99,793","5,28,985","4,81,586","6,45,404","3,57,174","1,47,955","64,634","99,064","5,22,530","1,39,877","35,909","69,776","34,889","36,520",703,"1,058","2,49,974","56,696","18,003","44,382","7,937","14,202","12,316","37,815","6,692","40,388","3,330","2,117","28,925","16,527","25,916","13,081","37,414","19,851","3,498","6,862","6,799",80,"2,693",940,"2,911","-13,275","5,771","5,634","2,657","7,857","1,465","3,190","14,069","15,546","29,742","6,006","3,294",345,"12,173","8,002","1,612",562,"60,749","16,967","1,003",451,913,"1,243",614,"1,346",320,298,193,5,"98,40,991",
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-11,09,590","-15,37,806","-1,66,639","-1,59,122","-1,47,432","-57,447","-12,037",0,"-6,311","-4,01,805","-15,124",0,0,0,"-8,993",0,0,"-2,35,000","-6,769",0,"-5,325",0,0,0,"-3,680",0,0,0,0,0,0,"-2,932",0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-54,848",0,0,0,0,0,0,-43,0,0,0,0,"-39,31,203",
TOTAL PATRIMONIO NETO,"2,15,90,998","2,96,42,967","43,57,866","38,88,608","36,42,412","16,15,596","13,60,878","9,36,794","8,80,759","40,43,539","10,79,002","2,84,788","6,63,104","6,28,236","5,89,016","99,925","70,468","2,17,818","5,20,638","61,241","4,14,649","1,51,954","1,86,304","1,91,547","2,45,697","82,032","2,55,711","4,08,389","3,99,964","3,21,228","1,87,819","2,16,579","1,47,672","81,172","2,28,306","93,994","38,001","67,422","38,086","1,33,254","1,14,383","70,227","26,070","32,055","60,140","27,054","67,941","56,295","60,623","1,40,443","87,227","3,01,737","74,716","3,52,694","30,347","2,97,674","1,68,472","47,847","1,99,711","72,316","71,748","22,696","25,568","36,416","25,556","32,974","1,20,301","20,156","16,177","11,735","9,086","8,27,44,818",
TOTAL PATRIMONIO NETO Y PASIVO,"35,01,01,135","33,44,93,381","11,14,66,194","7,33,25,546","7,81,53,060","4,98,10,000","2,38,67,325","2,88,48,195","1,84,88,765","1,90,67,273","1,28,04,409","1,21,09,500","1,67,95,330","88,50,434","96,23,643","81,46,316","57,73,138","1,05,32,595","49,78,919","41,65,515","44,81,162","42,09,938","90,86,857","77,39,858","39,25,476","29,02,742","68,84,134","29,02,654","74,82,170","36,34,218","24,02,041","21,82,853","15,89,258","10,24,817","24,34,053","16,17,481","11,64,845","7,47,712","9,73,421","9,69,827","6,36,801","5,77,661","4,18,906","3,90,330","19,30,674","4,52,172","11,00,255","3,94,046","12,04,332","7,43,184","14,24,528","33,21,997","3,29,829","35,83,501","4,46,452","3,48,432","58,22,950","1,82,295","3,51,882","98,209","2,58,001","84,783","41,482","12,58,680","1,03,947","33,403","1,23,929","20,383","17,017","13,264","9,131","1,27,54,78,646",
PRO-MEMORIA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"9,93,12,166","11,57,16,210","1,16,24,308","85,33,188","2,29,60,541","50,60,365","18,79,953","18,61,566","22,85,742","14,53,439","14,03,097","7,00,629","24,81,071","6,79,223","9,84,506",4,"5,465","23,577","5,68,788","1,838","6,41,025","3,00,100","1,16,456","97,035","6,18,649","26,756","2,26,059",0,"3,13,791","17,044","1,91,078","73,744",0,49,"99,070","1,12,596","58,470","24,131","20,682","6,119","26,870","19,296",0,"1,59,108","1,056","40,650",239,859,"8,500","41,767","1,27,812","7,946","2,27,266","6,786",42,"5,08,804","96,014","2,298","75,536",0,0,"5,926",0,34,"25,111",28,0,"1,625","1,455",0,0,"28,18,63,558",
1.1. Garantías financieras ......................................................................................................................................................................,"9,64,52,975","11,57,09,507","1,16,24,297","85,33,188","2,28,21,735","49,76,568","18,79,953","18,36,336","22,85,320","14,53,439","13,48,145","7,00,629","24,80,866","6,79,223","9,84,506",4,"5,465","23,577","5,62,938","1,838","6,38,734","2,99,726","1,16,456","97,035","6,16,664","26,756","2,06,580",0,"3,13,307","17,044","1,91,078","72,175",0,49,"99,070","1,12,596","58,470","24,131","20,682","6,119","26,870","18,601",0,"1,59,108","1,056","40,650",239,859,"8,500","40,117","1,27,812",0,"2,27,266","6,786",42,"5,08,804","96,014","2,298","67,814",0,0,"5,926",0,34,"25,111",28,0,"1,625","1,455",0,0,"27,86,44,196",
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,0,365,0,0,241,0,0,6,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276",
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"28,59,191","6,700",11,0,"1,38,441","83,797",0,"24,989",422,0,"54,946",0,205,0,0,0,0,0,"5,849",0,"2,291",364,0,0,"1,985",0,"19,479",0,484,0,0,"1,569",0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,"7,946",0,0,0,0,0,0,"7,722",0,0,0,0,0,0,0,0,0,0,0,0,"32,17,086",
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"8,50,51,433","5,59,48,421","1,73,02,340","2,23,82,353","1,06,83,428","83,17,210","44,80,585","47,50,075","37,33,026","2,31,43,691","17,53,572","12,52,106","28,54,600","20,00,017","17,91,043",0,"13,28,495","23,94,909","10,72,660","90,819","9,19,290","6,44,017","13,64,263","2,20,295","8,91,421","1,89,967","10,15,940","3,05,425","11,39,417","41,35,463","3,84,359","3,63,991","26,75,750",0,"2,99,530","1,89,837","56,139","71,907","23,106","37,712","65,620","58,734",0,"15,425","70,937","98,650","22,21,621","7,865","96,493","79,074","92,780","24,61,657","62,006",0,217,0,"27,759","7,483","29,363",0,0,"11,628","3,073","8,752","8,624",0,44,0,0,0,0,"27,06,86,417",
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,98,94,405","4,40,95,460","1,36,60,067","2,03,75,723","98,18,065","77,33,750","43,54,728","47,07,678","36,91,626","2,31,43,691","16,38,669","12,52,106","20,20,649","20,00,017","15,81,597",0,0,"23,94,909","10,20,131","90,449","8,36,534","6,09,865","13,64,263","1,27,359","8,26,492","1,88,099","10,08,541","3,05,425","10,74,149","39,74,527","3,51,403","3,36,563","26,60,776",0,"2,99,530","1,89,837","56,112","71,907","22,730","36,842","62,542","45,639",0,"12,397","70,937","78,162","22,21,599","7,865","96,493","76,074","92,780","24,61,657","57,494",0,172,0,"16,759","7,483","29,360",0,0,"11,552","3,073",978,"8,551",0,10,0,0,0,0,"23,31,76,251",
2.2. Otros compromisos ......................................................................................................................................................................,"1,51,57,028","1,18,52,961","36,42,273","20,06,630","8,65,363","5,83,460","1,25,857","42,397","41,400",0,"1,14,903",0,"8,33,951",0,"2,09,446",0,"13,28,495",0,"52,529",370,"82,756","34,152",0,"92,936","64,929","1,868","7,399",0,"65,268","1,60,936","32,956","27,428","14,974",0,0,0,27,0,376,870,"3,078","13,095",0,"3,028",0,"20,488",22,0,0,"3,000",0,0,"4,512",0,45,0,"11,000",0,3,0,0,76,0,"7,774",73,0,34,0,0,0,0,"3,75,10,166",
