Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0046,0086,0223,0231,0198,0094,0130,0057,0122,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0205,0219,0132,0115,0121,0091,0083,0234,,,,0151,1460
Pro-memoria: Adquirido en arrendamiento financiero ,24,"4,43,791","20,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,91,207",,Pro-memoria: Adquirido en arrendamiento financiero ,0,0
14. ACTIVO INTANGIBLE ,"1,66,133",528,"55,981","4,74,155","32,835","12,075","14,542","12,181","1,491","17,323",13,0,0,"2,502",0,0,0,0,0,"16,657","5,527",812,77,"1,770",431,"14,810","1,148","19,892","95,594",638,1,0,"3,796",153,"6,919",0,"50,460",300,847,391,"2,398",5,0,822,444,6,62,92,0,388,"10,816",0,0,0,29,"3,184",2,719,0,0,0,0,0,0,0,0,"10,28,949",,14. ACTIVO INTANGIBLE ,0,"12,461"
14. 1. Fondo de comercio ,0,233,0,"4,13,525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,359",0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,30,762",,14. 1. Fondo de comercio ,0,"12,461"
14. 2. Otro activo intangible ,"1,66,133",295,"55,981","60,630","32,835","12,075","14,542","12,181","1,491","17,323",13,0,0,"2,502",0,0,0,0,0,"14,298","5,527",812,77,"1,770",431,"14,810","1,148","19,892","35,210",638,1,0,"3,796",153,"6,919",0,"6,216",300,847,391,"2,398",5,0,822,444,6,62,92,0,388,799,0,0,0,29,"3,184",2,719,0,0,0,0,0,0,0,0,"4,98,187",,14. 2. Otro activo intangible ,0,0
15. ACTIVOS FISCALES ,"35,67,978","35,45,466","8,79,866","7,54,178","3,86,793","2,05,568","2,77,298","2,09,572","95,560","1,56,952","58,308","50,182","93,602","63,925","86,681",0,"8,766",21,396,"46,943","7,279","9,298","10,876","1,714","3,064","51,016",421,"51,222","5,362","15,913","2,489","17,016","25,261","2,867","3,160","3,090","1,735","6,119","1,241",166,240,"1,403","3,193","11,882","7,814",227,"20,085","4,215","11,487","36,036","1,133",640,841,326,23,"7,289","1,774",635,"12,116",709,17,0,70,61,0,"2,453","1,08,32,033",,15. ACTIVOS FISCALES ,"14,321","1,053"
15. 1. Corrientes ,"3,19,812","35,704","15,722","45,277","33,655","17,604","2,667","81,538","13,839","2,554","1,183","27,362",244,"4,223",459,0,"8,121",0,396,"17,716","4,109","3,320",0,820,"2,818","1,407",0,"1,549",85,0,"1,429",0,0,488,88,38,158,121,361,166,13,881,907,"6,112","2,330",45,"1,718",0,"2,643","5,019",141,606,809,326,1,"7,289",3,190,"4,537",695,0,0,0,0,0,357,"6,79,655",,15. 1. Corrientes ,790,537
15. 2.  Diferidos ,"32,48,166","35,09,762","8,64,144","7,08,901","3,53,138","1,87,964","2,74,631","1,28,034","81,721","1,54,398","57,125","22,820","93,358","59,702","86,222",0,645,21,0,"29,227","3,170","5,978","10,876",894,246,"49,609",421,"49,673","5,277","15,913","1,060","17,016","25,261","2,379","3,072","3,052","1,577","5,998",880,0,227,522,"2,286","5,770","5,484",182,"18,367","4,215","8,844","31,017",992,34,32,0,22,0,"1,771",445,"7,579",14,17,0,70,61,0,"2,096","1,01,52,378",,15. 2.  Diferidos ,"13,531",516
16. RESTO DE ACTIVOS ,"7,36,370","13,86,093","2,97,602","1,14,097","1,60,321","12,197","18,382","1,42,298","12,948","4,554","17,484","23,278","29,776","21,279",861,0,"51,255",0,"8,139","5,359","34,689","7,092",990,"60,155","1,754","45,993","1,210","33,127","14,824","1,792","13,448","7,688","14,993",555,"3,636",374,"14,290",136,"1,228","8,957","2,396",283,324,"2,087",60,5,6,"1,175",171,157,"2,679",421,6,692,60,"14,375","3,394","1,739",126,789,0,0,0,0,0,263,"33,40,432",,16. RESTO DE ACTIVOS ,197,"6,023"
TOTAL ACTIVO ,"39,20,20,284","43,51,90,705","12,31,74,215","7,87,01,119","10,15,83,222","5,64,24,779","3,14,18,415","2,68,36,491","2,21,81,993","2,58,31,435","1,36,82,267","1,06,87,857","1,83,43,684","95,42,577","1,13,11,896","98,65,798","95,49,110","57,65,224","46,04,905","42,66,323","82,39,127","31,91,704","1,55,77,033","84,46,097","23,04,042","63,75,874","8,98,558","38,40,378","22,05,689","12,96,768","19,77,137","23,24,047","74,03,407","17,49,049","8,86,735","8,40,251","9,29,892","5,16,685","5,90,597","12,34,789","12,67,492","11,38,837","4,97,408","19,78,770","14,25,925","3,46,315","47,83,728","3,68,120","9,40,024","34,56,775","4,64,252","14,62,025","2,91,669","2,34,651","1,23,862","1,63,592","1,49,123","83,729","11,56,952","1,38,603","33,869","21,085","17,423","12,722","9,119","8,82,272","1,48,32,58,500",,TOTAL ACTIVO ,"20,70,160","7,26,553"
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASIVO,,
1.  CARTERA DE NEGOCIACIÓN ,"4,05,37,870","6,14,43,456","44,47,441","11,86,225","16,49,928","8,01,774","1,15,361","1,44,945","74,698","74,346","3,26,849","1,74,194","4,71,680","19,638","86,186","1,14,868","2,531","3,97,621",0,"2,683","1,12,592",0,"94,528","2,28,996","1,44,429",0,0,"1,379","73,663",18,"2,751",0,62,593,211,47,0,670,885,"19,811",0,18,141,0,415,0,0,37,"16,079",0,23,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,"11,27,69,690",,1.  CARTERA DE NEGOCIACIÓN ,0,"1,56,789"
1. 1. Depósitos de bancos centrales ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. 1. Depósitos de bancos centrales ,0,0
1. 2. Depósitos de entidades de crédito ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,460","1,41,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,86,015",,1. 2. Depósitos de entidades de crédito ,0,0
1. 3. Depósitos de la clientela ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. 3. Depósitos de la clientela ,0,0
1. 4. Débitos representados por valores negociables ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. 4. Débitos representados por valores negociables ,0,0
1. 5. Derivados de negociación ,"3,78,84,836","5,95,17,789","44,10,297","11,86,225","16,15,366","6,39,968","1,15,361","1,44,945","74,698","74,346","3,26,849","1,74,194","4,71,680","19,638","86,186","1,14,868","2,531","3,97,621",0,"2,683","1,12,592",0,"94,528","1,84,536","2,874",0,0,"1,379","73,663",18,"2,751",0,62,593,211,47,0,260,885,"19,811",0,18,141,0,415,0,0,37,"16,079",0,23,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,"10,77,71,052",,1. 5. Derivados de negociación ,0,"1,56,789"
1. 6. Posiciones cortas de valores ,"26,53,034","19,25,667","37,144",0,"34,562","1,61,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,12,623",,1. 6. Posiciones cortas de valores ,0,0
1. 7. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. 7. Otros pasivos financieros ,0,0
2. OTROS PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN PÉRIDDAS Y GANANCIAS ,0,"2,46,72,477",0,0,0,"6,05,053",0,"8,91,224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,61,68,754",,2. OTROS PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN PÉRIDDAS Y GANANCIAS ,0,0
2. 1. Depósitos de bancos centrales ,0,"38,80,439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,80,439",,2. 1. Depósitos de bancos centrales ,0,0
2. 2. Depósitos de entidades de crédito ,0,"1,58,18,669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,58,18,669",,2. 2. Depósitos de entidades de crédito ,0,0
2. 3. Depósitos de la clientela ,0,"49,73,369",0,0,0,"6,05,053",0,"8,91,224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,69,646",,2. 3. Depósitos de la clientela ,0,0
2. 4. Débitos representados por valores negociables ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. 4. Débitos representados por valores negociables ,0,0
2. 5. Pasivos subordinados ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. 5. Pasivos subordinados ,0,0
2. 6. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. 6. Otros pasivos financieros ,0,0
3. PASIVOS FINANCIEROS A COSTE AMORTIZADO ,"32,21,97,660","29,07,55,477","10,96,58,146","7,22,18,860","9,33,85,315","5,27,80,639","2,96,46,496","2,40,63,905","2,07,48,687","2,05,54,489","1,20,45,622","97,42,847","1,67,98,517","87,20,764","1,05,91,784","96,49,460","92,40,784","52,94,978","45,07,463","40,14,453","77,82,673","27,98,193","1,42,37,471","79,94,508","20,59,683","58,48,753","7,95,726","33,76,126","18,94,629","11,56,863","16,67,986","20,83,110","71,86,560","16,21,467","8,45,589","7,65,918","7,89,252","3,78,485","5,18,612","11,13,216","12,32,819","10,67,278","4,62,105","19,19,989","13,27,155","2,86,237","42,75,224","3,35,861","8,02,753","31,97,832","3,47,317","11,83,429",47,"1,91,899",335,"41,494","51,017","59,695","11,34,807","1,09,739",0,12,3,417,19,"8,05,748","1,21,03,64,397",,3. PASIVOS FINANCIEROS A COSTE AMORTIZADO ,"17,03,475","4,44,269"
3. 1. Depósitos de bancos centrales ,"1,36,96,826","31,07,291","19,52,343","39,07,096","35,13,902","54,35,283",0,"15,78,633","19,01,068",0,0,"7,30,101",0,"4,07,481",0,0,0,0,0,"2,64,593",0,0,"51,19,842","10,77,963",0,0,0,0,0,0,"1,30,410",0,0,0,0,0,0,0,"28,504",0,0,0,0,0,0,0,0,0,"21,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,28,72,642",,3. 1. Depósitos de bancos centrales ,0,0
3. 2. Depósitos de entidades de crédito ,"4,39,72,202","4,77,86,374","1,94,66,452","54,34,396","1,23,77,002","58,20,535","28,74,555","16,53,177","23,10,787","1,34,22,056","20,26,136","4,39,750","79,94,542","1,40,217","33,69,315",0,"32,93,324","43,321","12,040","7,25,537","43,83,294",766,"53,01,980","46,61,416","39,106","39,57,671","13,471","20,60,284","2,95,266","1,59,270","2,50,769","12,50,729","65,58,869","7,24,482","91,737","16,286","25,661","19,667","8,802","6,41,196","2,521","5,63,423",427,"16,32,816","9,07,978",0,"42,75,149","48,930","3,19,494","31,69,906","87,213","11,70,143",0,0,0,578,"48,718","20,570","11,30,489","74,697",0,0,0,417,0,"2,096","21,70,78,005",,3. 2. Depósitos de entidades de crédito ,"15,74,151","1,17,306"
3. 3. Depósitos de la clientela ,"18,83,11,416","15,68,61,343","6,75,42,305","4,02,77,123","6,11,16,807","3,08,68,984","2,57,66,906","1,34,98,438","1,36,40,344","5,52,604","91,31,355","61,61,472","80,56,616","71,62,009","25,36,519",0,"57,18,201",0,"44,60,699","28,06,215","33,05,890","26,02,119","2,89,108","21,24,425","18,06,843","18,38,981","7,73,505","12,50,120","15,87,179","9,95,891","12,85,142","8,32,270","6,15,611","7,96,376","5,94,030","7,44,034","7,13,811","3,42,808","4,77,813","4,64,651","12,26,053","5,03,180","4,41,410","2,40,807","4,17,192","2,86,168",51,"2,86,527","4,59,525",0,"2,54,872","12,807",36,"1,91,867",154,"1,746","2,048","38,713",458,"15,467",0,0,0,0,0,"7,97,691","67,30,86,735",,3. 3. Depósitos de la clientela ,"1,22,868","2,94,753"
3. 4. Débitos representados por valores negociables ,"5,88,36,920","4,25,98,825","1,65,03,222","1,93,84,638","1,39,43,261","90,69,195","1,28,170","66,21,915","21,41,216","54,88,082","8,34,910","20,13,901","58,975","9,13,866","46,26,370","91,35,122",0,"52,21,551",0,0,0,0,"34,10,433","1,00,909",0,0,0,0,0,0,0,0,0,"86,146",0,0,0,0,0,0,0,0,"1,540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,11,19,167",,3. 4. Débitos representados por valores negociables ,0,0
3. 5. Pasivos subordinados ,"1,33,31,886","3,05,45,172","21,86,861","21,21,204","16,13,933","8,61,731","6,98,731","5,49,633","5,93,767","6,58,941",0,"3,13,978","3,23,794",0,0,"5,13,783",0,"30,105","14,004","1,78,556",0,"1,83,101","92,763","20,682",0,"31,528",0,"27,341",0,0,0,0,"6,024",0,"1,50,000",0,0,0,0,0,0,0,"14,015","45,138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,054",0,0,0,0,0,0,0,"5,51,09,725",,3. 5. Pasivos subordinados ,0,0
3. 6. Otros pasivos financieros ,"40,48,410","98,56,472","20,06,963","10,94,403","8,20,410","7,24,911","1,78,134","1,62,109","1,61,505","4,32,806","53,221","83,645","3,64,590","97,191","59,580",555,"2,29,259",1,"20,720","39,552","93,489","12,207","23,345","9,113","2,13,734","20,573","8,750","38,381","12,184","1,702","1,665",111,"6,056","14,463","9,822","5,598","49,780","16,010","3,493","7,369","4,245",675,"4,713","1,228","1,985",69,24,404,"2,428","27,926","5,232",479,11,32,181,"39,170",251,412,806,"19,575",0,12,3,0,19,"5,961","2,10,98,123",,3. 6. Otros pasivos financieros ,"6,456","32,210"
4. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,0,"4,40,135","2,19,952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,60,087",,4. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,0
5. DERIVADOS DE COBERTURA ,"8,23,637","18,07,646","5,77,261","2,16,838","3,82,341","1,61,158","3,34,196","19,442","18,923","1,19,464","28,048","1,142","91,048","34,414","4,40,308",0,0,0,0,"26,746",0,0,"8,41,815",0,0,"5,168",0,0,"13,292",0,"2,57,266",142,"26,576",0,358,0,0,0,0,0,0,149,0,0,131,0,"59,757",0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,"62,87,440",,5. DERIVADOS DE COBERTURA ,0,0
6. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ,0,0
8. PROVISIONES ,"70,71,196","89,14,188","24,77,127","3,63,357","3,37,735","1,35,792","1,18,201","1,34,816","50,705","63,903","33,497","84,738","83,253","49,510","22,054",0,"29,491",42,"2,737","3,799","32,248",0,"4,867",542,311,"57,772","1,263","58,147","2,190",615,306,"3,407","19,468","4,346",587,381,894,"2,048","1,158","1,260",238,164,569,12,852,10,726,923,"2,023","3,106","26,125","2,114",137,61,76,0,"4,112",80,100,229,128,22,304,0,0,"1,248","2,02,11,310",,8. PROVISIONES ,"9,028","2,393"
8. 1. Fondo para pensiones y obligaciones similares ,"56,51,177","74,16,590","22,14,613","2,02,951","1,39,449",33,"64,798","73,392","17,318","53,964","15,983","14,792","31,777","8,053","20,020",0,"4,557",42,344,0,"10,846",0,0,0,51,"34,172",24,"56,373",0,23,0,6,"14,731",414,0,0,0,597,0,0,96,9,0,0,755,0,0,0,"1,554",0,"24,035",0,45,0,76,0,"4,107",0,0,0,41,0,226,0,0,0,"1,60,78,034",,8. 1. Fondo para pensiones y obligaciones similares ,0,12
8. 2. Provisiones para impuestos y otras contingencias legales ,0,"1,60,685",0,"2,007","39,021",0,0,"18,729",0,"6,221","2,484",0,"12,690","8,927",0,0,0,0,0,0,0,0,0,0,0,"14,738",0,616,0,0,20,40,0,0,0,0,0,0,206,0,0,154,0,0,0,0,0,0,0,0,577,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,67,479",,8. 2. Provisiones para impuestos y otras contingencias legales ,"8,390",73
8. 3. Provisiones para riesgos y compromisos contingentes ,"3,87,231","8,36,479","1,02,092","1,15,438","1,58,367","34,653","27,708","15,114","33,387",450,"15,030","15,426","28,261","11,515",264,0,148,0,14,"3,799","2,761",0,"4,867",542,260,"7,280",1,96,"2,190",0,236,"3,361","2,168","1,723",110,381,62,260,881,547,142,1,569,10,97,10,0,0,469,48,979,"1,714",36,43,0,0,5,80,0,229,1,0,33,0,0,"1,140","18,18,708",,8. 3. Provisiones para riesgos y compromisos contingentes ,638,399
8. 4. Otras provisiones ,"10,32,788","5,00,434","1,60,422","42,961",898,"1,01,106","25,695","27,581",0,"3,268",0,"54,520","10,525","21,015","1,770",0,"24,786",0,"2,379",0,"18,641",0,0,0,0,"1,582","1,238","1,062",0,592,50,0,"2,569","2,209",477,0,832,"1,191",71,713,0,0,0,2,0,0,726,923,0,"3,058",534,36,56,18,0,0,0,0,100,0,86,22,45,0,0,108,"20,47,089",,8. 4. Otras provisiones ,0,"1,909"
9. PASIVOS FISCALES ,"6,32,548","1,45,388","3,47,751","69,217","1,18,711","90,866","31,437","1,00,731","47,738","1,46,162","16,160","25,188","33,654","18,960","17,137",394,0,304,525,"1,574",229,"2,652","19,521","2,869","3,798",262,"5,291","15,108","14,659",27,68,549,599,"4,272",113,"3,030",0,261,"1,332",0,218,110,"2,546",53,"3,697",386,"17,926",549,"10,322",136,725,214,"15,549","1,235",577,"8,000","20,351",0,0,0,261,0,55,0,3,144,"20,02,142",,9. PASIVOS FISCALES ,"6,352","1,416"
9. 1. Corrientes ,0,0,"2,79,985","27,947","64,890","29,145","16,122",0,"24,702",0,"15,894","12,037","8,903",0,"17,137",394,0,304,0,0,0,"2,616","1,989","1,951","3,281",0,"5,291","8,073",0,0,61,549,0,"3,606",7,"1,096",0,0,947,0,0,108,"1,956",0,"3,697",386,0,337,"1,604",0,0,214,0,0,450,"8,000",0,0,0,0,261,0,55,0,3,0,"5,43,998",,9. 1. Corrientes ,"6,352","1,416"
9. 2. Diferidos ,"6,32,548","1,45,388","67,766","41,270","53,821","61,721","15,315","1,00,731","23,036","1,46,162",266,"13,151","24,751","18,960",0,0,0,0,525,"1,574",229,36,"17,532",918,517,262,0,"7,035","14,659",27,7,0,599,666,106,"1,934",0,261,385,0,218,2,590,53,0,0,"17,926",212,"8,718",136,725,0,"15,549","1,235",127,0,"20,351",0,0,0,0,0,0,0,0,144,"14,58,144",,9. 2. Diferidos ,0,0
10. FONDO DE LA OBRA SOCIAL (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10. FONDO DE LA OBRA SOCIAL (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0
11. RESTO DE PASIVOS ,"10,44,583","20,90,344","4,54,980","1,56,033","3,94,917","97,735","1,53,631","75,555","37,914","46,423","36,389","40,146","61,243","32,471","8,634",15,"23,776",3,"8,730","6,673","46,809","5,872","13,832","17,764","4,464","44,490","2,978","39,122","7,006","9,697","4,745","1,593","11,844","3,885",461,517,"4,220",996,"3,787","12,398","4,044","1,631","1,258","1,880","1,844",12,330,401,"1,507","24,164","7,436","1,203",7,462,7,"18,317",297,"1,318","1,352",182,3,241,3,135,2,"2,154","50,76,865",,11. RESTO DE PASIVOS ,"9,542","13,839"
12. CAPITAL REEMBOLSABLE A LA VISTA (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12. CAPITAL REEMBOLSABLE A LA VISTA (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0
TOTAL PASIVO ,"37,23,07,494","38,98,28,976","11,84,02,841","7,44,30,482","9,62,68,947","5,46,73,017","3,03,99,322","2,54,30,618","2,09,78,665","2,10,04,787","1,24,86,565","1,00,68,255","1,75,39,395","88,75,757","1,11,66,103","97,64,737","92,96,582","56,92,948","45,19,455","40,55,928","79,74,551","28,06,717","1,52,12,034","82,44,679","22,12,685","59,56,445","8,05,258","34,89,882","20,05,439","11,67,220","19,33,122","20,88,801","72,45,109","16,34,563","8,47,319","7,69,893","7,94,366","3,82,460","5,25,774","11,46,685","12,37,319","10,69,350","4,66,619","19,21,934","13,34,094","2,86,645","43,53,963","3,37,771","8,32,684","32,25,238","3,81,626","11,86,960","15,740","1,93,657","1,169","67,859","75,777","61,093","11,36,259","1,10,150",392,275,365,552,24,"8,09,294","1,38,35,40,685",,TOTAL PASIVO ,"17,28,397","6,18,706"
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATRIMONIO NETO ,,
1.  FONDOS PROPIOS ,"1,85,61,928","4,53,62,097","47,31,749","42,62,473","53,05,341","17,36,307","10,59,992","12,84,319","11,88,975","48,73,196","11,95,441","6,16,041","7,49,141","6,78,461","3,33,175","1,01,061","2,52,430","72,276","85,450","2,51,484","2,90,044","3,84,987","3,24,091","1,99,379","90,149","4,19,404","93,300","3,50,796","1,99,982","1,40,652","44,035","2,35,301","1,61,326","1,17,245","38,480","70,970","1,38,230","1,35,668","65,978","88,104","29,665","69,539","30,393","56,722","91,831","59,670","4,29,765","30,348","97,951","2,31,537","81,757","2,75,065","2,39,647","28,165","1,22,623","95,733","73,346","22,939","20,693","28,486","33,477","20,810","17,058","12,170","9,095","73,731","9,85,71,674",,1.  FONDOS PROPIOS ,"3,41,763","1,07,847"
1. 1. Capital/Fondo de dotación (a) ,"18,36,505","39,97,030","5,43,036","1,50,000","1,23,574","1,21,768","1,57,841","86,356","1,16,030","17,96,142","16,297","37,378","67,393","29,159","1,51,043","30,050","21,190","58,298","39,077","1,19,042","38,771","1,67,595","2,37,061","72,938","12,500","4,42,792","5,412","1,72,774","73,148","80,317","22,779","84,250","14,983","25,411","34,800","4,800","94,547","86,032","91,524","77,224","18,040","31,000","5,950","58,080","75,231","4,508","3,37,972","18,180","39,281","60,902","52,405","3,00,001","32,775","18,080","72,697","27,041","50,995","14,514","14,300","18,030","14,039","18,681","11,630","9,015","9,016","21,132","1,26,70,362",,1. 1. Capital/Fondo de dotación (a) ,"1,17,648","87,455"
1. 1. 1. Escriturado ,"18,36,505","39,97,030","5,43,036","1,50,000","1,23,574","1,21,768","1,57,841","86,356","1,16,030","17,96,142","16,297","37,378","67,393","29,159","1,51,043","30,050","21,190","58,298","39,077","1,19,042","38,771","1,67,595","2,37,061","72,938","12,500","4,42,792","5,412","1,72,774","73,148","80,317","22,779","84,250","14,983","25,411","34,800","4,800","94,547","86,032","91,524","77,224","18,040","31,000","5,950","58,080","75,231","4,508","3,37,972","18,180","39,281","60,902","52,405","3,00,001","32,775","18,080","72,697","27,041","50,995","14,514","14,300","18,030","14,039","18,681","11,630","9,015","9,016","21,132","1,26,70,362",,1. 1. 1. Escriturado ,"1,17,648","87,455"
1. 1. 2. Menos: Capital no exigido ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. 1. 2. Menos: Capital no exigido ,0,0
1. 2. Prima de emisión ,"1,27,70,323","2,81,03,803",0,"13,73,270","13,90,128","3,95,932","1,97,547","1,65,181","3,08,643","11,39,989",13,"2,19,896","1,66,572","2,804","10,662","65,407",0,0,"59,354","50,806",0,"2,30,195",0,"49,008","7,275",747,138,0,"69,912","1,32,087",55,"1,364","27,818","48,595",0,0,"75,874","29,388",0,0,0,"3,606","7,212",0,451,0,"57,140",0,"10,955","6,611",0,0,"39,038",0,"42,466",0,0,"1,276",0,0,0,189,0,0,0,"29,028","4,72,90,758",,1. 2. Prima de emisión ,0,0
