Var,0049,0182,0075,0030,0081,0128,0072,0065,0093,0224,0061,0019,0198,0129,0073,0038,0231,0036,0046,0130,0086,0216,0223,0122,0233,0094,0138,0099,0057,0234,0078,0229,0236,0232,0227,0031,0125,0186,0211,0059,0225,0003,0226,0058,0113,0136,0011,0220,1490,0133,0188,0184,0200,0219,0235,0132,0121,0091,0083,
ACTIVO,BANCO SANTANDER ,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO POPULAR ESPAÑOL ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANKINTER ,BANCO PASTOR ,BARCLAYS BANK ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCA MARCH,DEUTSCHE BANK S.A.E.,BANCO COOPERATIVO ESPAÑOL ,BBVA BANCO DE FINANCIACIÓN,OPEN BANK,BANESTO BANCO DE EMISIONES ,DEXIA SABADELL,SANTANDER INVESTMENT,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO BANIF,TARGOBANK,GENERAL ELECTRIC CAPITAL BANK,CITIBANK ESPAÑA ,POPULAR BANCA PRIVADA,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANKOA ,BANKIA BANCA PRIVADA,BANCO DEPOSITARIO BBVA ,BANCO CAMINOS,BANCA PUEYO,BANCOPOPULAR-E,LLOYDS BANK INTERNATIONAL,BANCO INVERSIS,UNO-E BANK,BANCO ETCHEVERRÍA ,BANCOFAR ,BANCO MEDIOLANUM,EBN BANCO DE NEGOCIOS,BANCO DE MADRID ,BANCO CETELEM,BANCO DE DEPÓSITOS,UBS BANK,BNP PARIBAS ESPAÑA ,BANCO INDUSTRIAL DE BILBAO ,ARESBANK ,ALLFUNDS BANK,BANCO FINANTIA SOFINLOC ,SELF TRADE BANK,NUEVO MICRO BANK,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,PRIVAT BANK DEGROOF,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNAL.,BANCO PICHINCHA ESPAÑA,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,RENTA 4 BANCO,TOTAL BANCOS
5. 3. Valores representativos de deuda  ,"1,71,30,892","14,74,197","8,67,634","72,153",0,0,0,0,"13,35,698","7,66,023",0,0,0,0,"67,042",0,0,0,0,"4,05,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,949,0,0,0,"7,959",0,"2,21,28,014"
Pro-memoria: Prestados o en garantía  ,"47,79,768","5,28,80,120","2,44,92,893","34,121","11,50,935",0,0,"3,58,855","1,31,13,996","13,50,000","1,44,819","3,11,431",0,0,0,0,0,"11,58,646",0,"5,38,517",0,0,0,0,0,"4,93,668","4,09,762",742,0,"25,999",0,0,0,"16,085",0,0,0,0,"1,002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,12,61,359"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ,0,"1,01,68,479","88,63,193","33,90,563","39,91,809","31,87,903","2,198",0,0,0,0,0,"5,30,071",0,0,0,0,0,"9,36,901","7,66,544",0,0,0,0,"6,15,958",0,"77,489",0,0,"55,760","30,206",0,0,0,0,"96,145",0,0,"6,34,154","6,42,330",0,0,0,0,0,0,0,0,"19,097",0,"1,16,321","8,798",0,0,0,0,0,0,0,"3,41,33,919"
Pro-memoria: Prestados o en garantía  ,0,"65,46,014","53,80,939","29,56,232",0,0,0,0,0,0,0,0,"54,573",0,0,0,0,0,"37,674","7,66,544",0,0,0,0,0,0,"40,291",0,0,"50,839","30,206",0,0,0,0,0,0,0,"6,10,343",0,0,0,0,0,0,0,0,0,94,0,"67,199",0,0,0,0,0,0,0,0,"1,65,40,948"
7. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,"2,34,651","67,139","2,34,914",0,"7,207","17,479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,62,027"
8. DERIVADOS DE COBERTURA ,"50,87,404","44,21,965","8,46,806","10,05,146","4,87,992","1,41,481","59,202","60,840","22,862","84,906","2,04,710","2,35,708",0,0,0,0,"2,84,130",0,"13,943","3,203",962,471,0,0,"2,09,886",0,0,"74,887",0,0,0,"12,840","1,420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,"1,32,61,489"
9. ACTIVOS NO CORRIENTES EN VENTA ,"13,81,233","16,18,475","17,04,710","12,05,771","6,42,504","36,893","3,34,977","1,40,558","1,54,243","24,218","44,395","66,590",0,0,0,0,0,0,816,"18,344","47,342",467,"33,774",0,0,0,"6,614",0,0,426,"1,220",235,"35,937",0,293,"1,836",248,110,"1,183",0,0,0,0,"1,754",0,0,0,0,0,0,0,0,70,0,613,0,0,0,0,"75,05,849"
10. PARTICIPACIONES ,"7,23,88,788","2,82,18,155","31,46,553","3,58,806","8,41,014","5,59,269","1,50,003","26,792","3,11,858","45,33,193","5,94,554","16,963","20,883",7,33,0,0,"1,15,274","43,543",0,"91,718",0,"3,46,231","31,218","12,333",902,"4,921","6,413",0,"35,402","4,116",0,698,"73,078","9,234",640,0,"4,350","18,781","2,301",661,0,"7,762","17,975","6,550","4,043","5,110",0,0,0,"1,112","10,000","4,787","1,063",53,0,10,14,"25,680","11,20,52,844"
10. 1. Entidades asociadas ,"14,30,834","42,33,878","32,292","24,956","2,20,820","3,410","5,713",0,"83,385",0,"11,848",0,"9,434",7,33,0,0,0,"11,019",0,"15,376",0,"3,46,231",0,0,0,0,0,0,0,0,0,0,0,95,634,0,0,"7,588",0,0,0,0,0,264,0,0,0,0,0,0,"10,000",0,0,0,0,10,0,"1,361","64,49,188"
10. 2. Entidades multigrupo ,"4,97,210","39,80,777","1,33,906",0,"10,119",162,"2,398",0,0,"12,160",0,"1,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,183",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,"46,48,550"
