Var,0049,0182,0075,0030,0081,0128,0065,0093,0224,0061,0019,0198,0129,0073,0038,0231,0036,0046,0130,0086,0216,0223,0122,0233,0094,0138,0099,0057,0234,0078,0229,0236,0232,0227,0031,0125,0186,0211,0059,0225,0003,0226,0058,0113,0136,0011,0220,1490,0133,0188,0184,0200,0219,0235,0132,0121,0091,0083,2090,
ACTIVO,BANCO SANTANDER ,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO POPULAR ESPAÑOL ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANKINTER ,BARCLAYS BANK ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCA MARCH,DEUTSCHE BANK S.A.E.,BANCO COOPERATIVO ESPAÑOL ,BBVA BANCO DE FINANCIACIÓN,OPEN BANK,BANESTO BANCO DE EMISIONES ,DEXIA SABADELL,SANTANDER INVESTMENT,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO BANIF,TARGOBANK,GENERAL ELECTRIC CAPITAL BANK,CITIBANK ESPAÑA ,POPULAR BANCA PRIVADA,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANKOA ,BANKIA BANCA PRIVADA,BANCO DEPOSITARIO BBVA ,BANCO CAMINOS,BANCA PUEYO,BANCOPOPULAR-E,LLOYDS BANK INTERNATIONAL,BANCO INVERSIS,UNO-E BANK,BANCO ETCHEVERRÍA ,BANCOFAR ,BANCO MEDIOLANUM,EBN BANCO DE NEGOCIOS,BANCO DE MADRID ,BANCO CETELEM,BANCO DE DEPÓSITOS,UBS BANK,BNP PARIBAS ESPAÑA ,BANCO INDUSTRIAL DE BILBAO ,ARESBANK ,ALLFUNDS BANK,BANCO FINANTIA SOFINLOC ,SELF TRADE BANK,NUEVO MICRO BANK,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,PRIVAT BANK DEGROOF,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNAL.,BANCO PICHINCHA ESPAÑA,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,RENTA 4 BANCO,BANCO CAM,TOTAL BANCOS
Pro-memoria: Prestados o en garantía  ,"38,31,941","6,35,33,950","2,95,30,239","39,245","10,09,436",0,"2,81,692","1,18,75,068","13,50,000","1,43,493","2,13,615",0,0,0,0,0,"8,48,191",0,"5,41,227",0,0,0,0,0,"3,83,455","4,04,882","3,400",0,"25,041",0,0,0,"7,352",0,0,0,0,0,"26,527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,40,48,754"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ,0,"1,00,76,345","94,54,674","33,85,779","40,04,477","31,81,982",0,0,0,0,0,"5,11,606",0,0,0,0,0,"9,38,576","7,71,194",0,0,0,0,"5,85,882",0,"78,006",0,0,"15,981","30,216",0,0,0,0,"94,397",0,0,"6,37,277","6,33,478",0,0,0,0,0,0,0,0,"19,177",0,"1,62,125","8,768",0,0,0,0,0,0,0,"26,30,931","3,72,20,871"
Pro-memoria: Prestados o en garantía  ,0,"72,43,934","29,60,542","26,88,309","21,05,269","2,47,663",0,0,0,0,0,"1,07,142",0,0,0,0,0,"37,674","7,71,194",0,0,0,0,0,0,"36,705",0,0,"13,328","30,216",0,0,0,0,0,0,0,"6,12,498",0,0,0,0,0,0,0,0,0,94,0,"73,345",0,0,0,0,0,0,0,0,"5,77,469","1,75,05,382"
7. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,"2,29,193","1,38,680","2,38,237","38,646","5,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,51,266"
8. DERIVADOS DE COBERTURA ,"48,44,782","43,87,550","9,03,779","10,02,058","4,26,178","1,55,622","73,465","21,789","96,093","1,87,467","2,35,844",0,0,0,0,"2,53,157",0,"12,551","4,636",0,626,0,0,"1,64,795",0,0,"73,834",0,0,0,"13,636",724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"40,59,458","1,69,18,052"
9. ACTIVOS NO CORRIENTES EN VENTA ,"13,76,901","20,56,602","21,12,395","12,14,035","6,81,441","36,890","1,49,330","1,62,366","19,361","45,536","70,451",0,0,0,0,0,0,814,"18,671","47,342",939,"1,21,953",0,0,0,"6,706",0,0,426,186,711,"33,217",0,293,"1,850",306,110,"1,183",0,0,0,0,"1,754",0,0,0,0,0,0,0,0,0,0,"1,147",0,0,0,0,"12,40,128","94,03,044"
10. PARTICIPACIONES ,"7,34,96,439","2,84,57,302","25,06,029","6,85,441","10,42,834","5,59,261","26,792","6,87,161","45,46,707","5,97,408","16,963","20,883",7,33,0,0,"1,15,274","44,295",0,"91,718",0,"23,861","20,687","12,333",902,"4,921","6,506",0,"35,176","4,116",0,698,"73,078","9,234",663,0,"4,350","18,468","2,301",661,0,"7,661","17,975","6,550","4,043","5,110",0,0,0,"1,112","10,000","4,787","1,063",56,0,6,14,"25,680","17,07,628","11,49,04,187"
10. 1. Entidades asociadas ,"14,45,946","46,10,372","3,88,809","3,75,841","4,21,376","3,402",0,"83,209",0,"11,848",0,"9,434",7,33,0,0,0,"13,314",0,"15,376",0,"23,861",0,0,0,0,0,0,0,0,0,0,0,95,634,0,0,"7,666",0,0,0,0,0,264,0,0,0,0,0,0,"10,000",0,0,0,0,6,0,"1,361","38,961","74,61,815"
10. 2. Entidades multigrupo ,"4,95,059","40,41,041","1,38,172",0,"10,476",162,0,0,"12,160",0,"1,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,792",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,"39,082","47,47,579"
10. 3. Entidades del grupo ,"7,15,55,434","1,98,05,889","19,79,048","3,09,600","6,10,982","5,55,697","26,792","6,03,952","45,34,547","5,85,560","15,529","11,449",0,0,0,0,"1,15,274","30,981",0,"76,342",0,0,"20,687","12,333",902,"4,921","6,506",0,"35,176","4,116",0,698,"73,078","9,139",29,0,"4,350","1,010","2,301",661,0,"7,661","17,975","6,286","4,043","5,110",0,0,0,"1,112",0,"4,586","1,063",56,0,0,14,"24,319","16,29,585","10,26,94,793"
