Var,0049,0182,0075,0030,0081,0128,0072,0065,0093,0224,0061,0042,0019,0038,0073,0198,0036,0231,0046,0086,0130,0223,0216,0122,0233,0094,0138,0057,0078,0185,0234,0125,0236,0232,0227,0031,0099,0229,0142,0129,0059,0009,0186,0063,0003,0225,0211,0058,0136,0226,0113,0184,1490,0220,0011,0188,0133,0200,0219,0132,0235,0121
1. 6. Posiciones cortas de valores ,"1,04,18,297","34,08,626","20,222","2,113",0,"13,67,493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 7. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. OTROS PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN PÉRIDDAS Y GANANCIAS ,"2,86,82,862",0,0,0,0,0,"4,88,455",0,0,0,0,0,0,0,0,"1,15,914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 1. Depósitos de bancos centrales ,"57,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 2. Depósitos de entidades de crédito ,"1,38,14,091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,15,914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 3. Depósitos de la clientela ,"1,48,11,424",0,0,0,0,0,"4,88,455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 4. Débitos representados por valores negociables ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 5. Pasivos subordinados ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 6. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. PASIVOS FINANCIEROS A COSTE AMORTIZADO ,"29,08,85,644","31,82,01,435","11,82,11,350","10,20,77,124","7,62,03,093","5,12,09,170","2,87,05,743","3,27,14,538","2,22,21,267","1,86,60,167","82,65,877","88,84,759","1,53,46,788","60,24,253","41,83,795","97,05,426","76,80,292","1,62,20,660","42,94,119","59,91,431","77,32,713","14,00,961","17,95,366","25,26,760","13,02,056","14,29,832","15,92,632","8,86,387","8,91,823","12,02,943","8,85,051","18,15,679","20,96,069","7,13,953","12,19,363","6,35,787","6,10,794","8,61,571","5,47,251","11,13,209","7,36,786","76,09,077","4,25,039","34,04,879","2,93,351","26,99,076","5,52,258","7,46,594","3,53,253","8,38,232",751,"65,754","82,734","1,21,695","1,62,378","97,082","2,07,122","90,373","1,10,164",0,"9,827",4
3. 1. Depósitos de bancos centrales ,"84,247","95,65,848","22,14,355","58,428","12,44,266","30,01,990","30,11,978",0,"15,51,501",0,0,0,0,0,0,"10,55,485",0,"39,53,814","5,40,468",0,"10,75,729",0,0,0,0,0,"2,09,232",0,"38,052",0,"30,004",0,0,"25,300",0,0,0,0,0,0,0,0,"30,013",0,0,0,"43,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 2. Depósitos de entidades de crédito ,"5,22,77,247","3,77,77,115","83,37,630","1,25,06,418","87,83,822","25,90,144","40,06,465","1,03,05,766","35,05,401","1,25,04,189","3,65,177","11,79,844","93,40,798",0,"14,156","42,15,165","35,03,904","85,76,151","3,24,856","27,18,445","39,34,887",0,"2,70,427","13,79,265","1,37,240","40,395","4,63,849","2,031","17,877","4,85,319","41,057","11,10,660","14,08,960","24,525","6,67,464",628,56,"3,69,640","7,356",0,"3,13,256","73,33,391","67,407","33,53,140",0,"26,21,820","2,96,031","5,15,274","3,09,234","6,26,705",0,0,"1,229","1,012","10,599",0,"1,84,850","21,524","86,847",0,291,0
3. 3. Depósitos de la clientela ,"16,53,53,142","19,67,78,899","8,73,77,942","6,55,76,809","4,68,07,400","2,99,68,773","1,42,77,086","1,91,31,254","1,44,26,627","6,62,292","70,22,752","56,41,576","50,57,367",0,"41,26,645","19,37,156","36,25,415","4,06,126","31,74,142","31,88,984","26,56,837","12,12,103","14,95,754","10,51,514","11,61,705","10,70,475","8,48,743","8,81,428","8,22,782","7,08,200","7,99,856","6,97,712","6,35,339","5,75,559","5,48,798","6,08,391","5,97,518","4,90,821","4,74,143",0,"2,61,690","2,66,829","3,12,658",51,"2,93,315",0,"2,11,835","2,13,699","41,894","1,90,293",53,"65,213","80,571","1,18,692","18,187","97,033","21,500","67,766","7,819",0,"9,439",0
3. 4. Débitos representados por valores negociables ,"3,15,38,813","5,47,44,351","1,53,82,825","1,87,51,995","1,53,42,598","1,33,78,405","67,74,214","24,22,053","18,99,336","48,05,460","7,57,780","16,18,407",0,"55,05,783",0,"24,62,461",0,"31,74,144",0,0,0,0,0,0,0,0,"48,066",0,0,0,0,0,0,0,0,0,0,0,"56,182","10,83,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 5. Pasivos subordinados ,"2,98,14,738","1,30,25,814","36,56,498","25,49,176","20,88,546","11,10,081","4,28,425","7,00,959","5,28,092","6,55,696",0,"3,35,215","3,22,911","5,17,148","14,029","20,612",0,"92,613","1,93,750","6,080","31,254","1,79,858",0,0,0,0,0,0,0,0,0,0,"45,066",0,0,"15,346",0,0,0,"30,071","1,50,000","6,024",0,0,0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 6. Otros pasivos financieros ,"1,18,17,457","63,09,408","12,42,100","26,34,298","19,36,461","11,59,777","2,07,575","1,54,506","3,10,310","32,530","1,20,168","1,09,717","6,25,712","1,322","28,965","14,547","5,50,973","17,812","60,903","77,922","34,006","9,000","29,185","95,981","3,111","3,18,962","22,742","2,928","13,112","9,424","14,133","7,307","6,704","88,569","3,101","11,422","13,220","1,110","9,570",28,"11,840","2,833","14,961","51,688",36,"27,256","1,340","17,621","2,125","21,234",698,541,934,"1,991","1,33,592",49,772,"1,083","15,498",0,97,4
4. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,"3,994",0,"5,90,250","2,86,261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5. DERIVADOS DE COBERTURA ,"22,57,679","18,07,422","6,68,899","4,88,552","1,46,118","36,896","60,879","34,234","22,249","41,958","5,668","12,540","14,227",0,0,"10,392",0,"7,86,485","13,864","3,058","10,988",0,357,0,"2,26,990",0,0,0,0,"1,285",0,515,"3,004",0,0,0,0,0,0,0,0,"1,623",0,"67,402",0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0
6. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8. PROVISIONES ,"75,67,120","63,61,891","2,30,442","24,28,447","2,77,992","71,038","98,815","1,62,422","33,595","54,985","42,829","68,889","63,903",0,"2,883",858,"21,110","9,030","6,539","53,211","52,073",237,483,"49,825","4,425","1,982","4,223","1,279",542,"2,040","1,284","1,022","11,895",830,945,461,313,145,"1,707",37,69,"24,373","2,335",726,16,"3,013","1,531","35,947","4,138","3,500",104,185,0,0,0,43,"3,868",151,530,124,0,248
8. 1. Fondo para pensiones y obligaciones similares ,"62,86,072","49,31,888","1,01,421","20,14,653","1,54,100","7,836","57,754","72,387","19,166","43,690","7,765","17,450","20,715",0,435,0,"4,164",0,834,"15,307","29,923",0,51,"48,775",0,59,0,35,0,0,0,918,810,0,4,0,26,9,0,37,11,"21,994",786,0,0,0,"1,458","29,823",0,0,37,185,0,0,0,0,"3,757",0,0,38,0,180
8. 2. Provisiones para impuestos y otras contingencias legales ,"1,67,378",0,"48,649",0,"27,891",0,"15,321",0,0,613,"3,716",0,"8,580",0,0,0,0,0,0,"23,796","18,583",0,23,475,20,0,0,0,0,0,0,0,307,0,0,0,114,111,0,0,0,0,0,0,0,0,0,"2,066",56,0,0,0,0,0,0,0,0,0,0,0,0,0
8. 3. Provisiones para riesgos y compromisos contingentes ,"7,51,429","1,77,106","79,473","82,689","77,974","22,503","16,408","53,772","14,429",317,"9,001","8,296","23,663",0,3,858,17,"9,030","5,705","2,175","2,039",0,409,220,371,56,"2,432",1,542,"1,849","1,176",104,0,48,0,461,173,25,"1,597",0,58,197,115,0,16,51,73,"1,683","1,751",138,0,0,0,0,0,43,6,151,498,0,0,23
8. 4. Otras provisiones ,"3,62,241","12,52,897",899,"3,31,105","18,027","40,699","9,332","36,263",0,"10,365","22,347","43,143","10,945",0,"2,445",0,"16,929",0,0,"11,933","1,528",237,0,355,"4,034","1,867","1,791","1,243",0,191,108,0,"10,778",782,941,0,0,0,110,0,0,"2,182","1,434",726,0,"2,962",0,"2,375","2,331","3,362",67,0,0,0,0,0,105,0,32,86,0,45
9. PASIVOS FISCALES ,"1,85,554","5,51,844","1,04,201","2,13,171","1,08,665","64,446","12,259","1,16,487","21,514","2,33,306","18,603","8,981","23,801",320,126,"1,824",0,"13,871","1,591","12,802",113,730,"2,820","3,923","1,576","1,469","3,255","3,624","2,196","12,285",647,"7,759",0,0,29,"1,771",383,"2,494",812,0,133,"10,022",216,"20,776",312,"1,885","6,504","1,057",97,0,241,341,0,389,"10,290","1,398","20,351",53,199,26,0,1
9. 1. Corrientes ,0,0,"44,415","1,86,837","72,316","7,934",7,"1,00,082",711,"6,057",0,"2,015","1,799",320,0,"1,764",0,"13,871",0,0,0,730,"2,820","1,560","1,314",989,"3,075","3,624","1,014",208,469,"7,759",0,0,0,"1,348",379,"2,494",683,0,35,"2,670",0,0,234,"1,882",11,0,97,0,0,175,0,0,"10,290",7,0,53,199,26,0,1
9. 2. Diferidos ,"1,85,554","5,51,844","59,786","26,334","36,349","56,512","12,252","16,405","20,803","2,27,249","18,603","6,966","22,002",0,126,60,0,0,"1,591","12,802",113,0,0,"2,363",262,480,180,0,"1,182","12,077",178,0,0,0,29,423,4,0,129,0,98,"7,352",216,"20,776",78,3,"6,493","1,057",0,0,241,166,0,389,0,"1,391","20,351",0,0,0,0,0
10. FONDO DE LA OBRA SOCIAL (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. RESTO DE PASIVOS ,"21,47,721","15,92,823","3,40,489","6,20,877","1,87,861","1,59,801","61,797","1,40,879","39,138","7,279","37,581","32,289","1,68,860",135,"10,339","22,103","26,870","25,249","8,710","74,044","23,391","-1,770","9,582","72,935","12,189","3,187","5,406","5,516","1,532","5,765","1,957","4,933","6,210","2,412","10,503","1,621","7,145","2,889","1,391",22,"1,425","9,823",824,"-1,615",226,"21,819","1,628","10,050","3,193","10,788",123,30,849,347,"18,617",280,"3,560","1,161",823,57,339,37
12. CAPITAL REEMBOLSABLE A LA VISTA (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PASIVO ,"38,46,94,918","36,30,19,026","12,05,55,569","11,12,94,668","7,81,67,831","5,35,69,307","2,95,06,026","3,31,98,182","2,24,11,391","1,90,53,224","83,88,858","90,59,099","1,58,21,743","60,60,252","41,97,143","1,01,33,001","77,28,272","1,71,44,465","43,26,679","61,47,719","78,19,278","14,00,158","18,17,705","26,53,443","15,47,341","14,36,967","16,07,609","8,96,806","8,96,219","12,26,858","8,88,939","18,29,908","21,18,402","7,18,511","12,30,840","6,39,724","6,18,635","8,67,110","5,51,344","13,71,751","7,38,774","76,54,942","4,29,177","34,92,168","2,93,905","27,25,793","5,78,285","8,33,610","3,60,681","8,53,779","1,219","66,310","83,583","1,22,431","1,91,453","98,803","2,35,066","91,738","1,11,716",207,"10,166",290
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.  FONDOS PROPIOS ,"4,39,18,654","2,62,52,270","83,59,114","50,04,857","56,51,389","22,23,322","13,60,246","11,12,354","12,32,249","73,91,413","7,28,439","6,18,426","7,36,048","1,02,663","1,57,241","2,69,955","2,69,249","4,31,539","2,67,548","4,57,948","4,76,130","3,90,242","2,63,171","4,09,099","53,117","97,304","1,24,605","80,714","81,080","2,20,827","84,455","1,12,016","1,03,485","1,50,591","1,05,987","35,725","29,928","87,986","23,856","72,659","38,051","89,389","1,39,197","4,06,066","63,793","2,46,851","74,293","80,561","1,90,619","67,323","2,11,014","1,22,825","77,285","33,522","1,10,555","23,979","90,736","23,551","34,021","32,730","17,910","17,742"
1. 1. Capital/Fondo de dotación (a) ,"41,64,561","22,00,545","1,37,528","5,43,036","1,57,954","1,42,034","88,083","1,57,841","1,20,718","38,53,639","29,159","37,378","67,393","30,050","1,29,587","91,009","21,190","2,37,061","1,19,042","1,38,771","4,88,792","2,66,174","1,76,045","1,87,500","22,779","12,500","25,411","5,412","4,800","73,148","21,163","75,231","1,31,080","94,547","80,317","5,950","18,040","31,000","24,851","58,298","34,800","32,658","86,032","4,52,959","4,508","60,902","39,281","52,405","3,00,001","82,224","32,775","72,697","86,658","18,180","27,041","18,080","50,995","14,514","18,030","14,039","21,000","11,630"
1. 1. 1. Escriturado ,"41,64,561","22,00,545","1,37,528","5,43,036","1,57,954","1,42,034","88,083","1,57,841","1,20,718","38,53,639","29,159","37,378","67,393","30,050","1,29,587","91,009","21,190","2,37,061","1,19,042","1,38,771","4,88,792","2,66,174","1,76,045","1,87,500","22,779","12,500","25,411","5,412","4,800","73,148","21,163","75,231","1,31,080","94,547","80,317","5,950","18,040","31,000","24,851","58,298","34,800","32,658","86,032","4,52,959","4,508","60,902","39,281","52,405","3,00,001","82,224","32,775","72,697","86,658","18,180","27,041","18,080","50,995","14,514","18,030","14,039","21,000","11,630"
1. 1. 2. Menos: Capital no exigido ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 2. Prima de emisión ,"2,94,57,152","1,71,03,754","19,62,703",0,"14,65,980","7,37,079","1,46,720","1,97,547","3,03,955","11,39,989","2,804","2,09,970","1,66,572","65,407","59,354","85,972",0,0,"50,806",0,747,"2,56,616","67,841","1,63,274",55,"7,275","48,595",138,0,"69,912","29,028",451,0,"75,702","21,649","7,212",0,"3,606",0,0,0,"44,156","29,388","57,140",0,"6,611","10,955",0,0,0,"39,038","42,466",0,0,0,0,0,"1,276",0,0,0,0
1. 3. Reservas  ,"66,35,268","80,31,381","55,67,562","46,99,867","32,42,415","14,18,973","11,41,458","7,56,966","9,11,639","27,47,794","6,96,476","3,71,078","5,02,083","7,206","-31,700","95,974","3,48,059","1,94,478","97,732","3,19,177","-13,402","-1,32,548","19,285","58,325","30,283","77,529","50,599","75,164","76,550","77,767","34,679","36,334","-27,595","-19,658","4,021","22,563","12,307","53,380",-995,"14,361","3,251","12,575","23,777","-1,04,033","59,285","1,79,338","24,057","28,156","-1,09,382","-14,901","1,39,201","7,662","-9,373","16,139","83,514","5,899","39,741","7,761","15,991","18,691","-3,090","6,112"
1. 4. Otros instrumentos de capital ,"69,91,699","11,069","6,93,758","2,539","8,23,846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 1. De instrumentos financieros compuestos ,0,0,0,0,"8,23,846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 2. Cuotas participativas y fondos asociados (solo Cajas de Ahorros) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 3. Resto de instrumentos de capital ,"69,91,699","11,069","6,93,758","2,539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 5. Menos: Valores propios ,0,"15,663","2,437",0,"38,806",252,0,0,"81,254",0,0,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0
1. 6. Resultado del ejercicio ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 7. Menos: Dividendos y retribuciones ,"33,30,026","10,78,816",0,"2,40,585",0,"74,512","16,015",0,"22,809","3,50,009",0,0,0,0,0,"3,000","1,00,000",0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. AJUSTES POR VALORACIÓN ,"-10,46,054","2,42,441","-4,49,972","-8,366","-2,97,383","-24,645","-47,745","-93,618","-39,071","-4,377","-8,565","-22,715","50,952",0,0,"-17,073",98,"-74,643","-15,137","-31,352","-46,478",0,0,-419,"-6,596","1,119","-3,557",0,"-2,040","-1,349","-5,867",186,456,"-2,926",-4,-167,"-1,131",0,"-1,003",0,-926,0,"-2,672",0,0,0,"6,899",905,0,-54,561,-284,-82,"-1,147",0,"3,245",-38,-349,0,0,-604,0
2. 1. Activos financieros disponibles para la venta ,"-10,48,639","3,58,055","-4,66,106","-73,098","-2,96,775","-24,807","-47,745","-78,652","-39,071",0,"-8,284","-22,715","2,183",0,0,"-17,073",98,"-76,668","-15,137","-31,352","-46,478",0,0,-419,"-6,596","1,119","-3,557",0,"-2,040","-1,397","-5,867",0,456,"-2,926",-4,-158,"-1,131",0,"-1,003",0,-926,0,"-2,672",0,0,0,"6,899",905,0,-54,561,-284,-82,"-1,147",0,"3,245",0,-349,0,0,-604,0
2. 2. Coberturas de los flujos de efectivo ,0,"-1,16,154","16,134","64,732",-41,0,0,"-14,966",0,"-4,377",0,0,"48,769",0,0,0,0,"2,025",0,0,0,0,0,0,0,0,0,0,0,48,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,0
2. 3. Coberturas de inversiones netas en negocios en el extranjero ,"2,585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 4. Diferencias de cambio ,0,540,0,0,-567,162,0,0,0,0,-281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 5. Activos no corrientes en venta  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 7. Resto de ajustes por valoración ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PATRIMONIO NETO ,"4,28,72,600","2,64,94,711","79,09,142","49,96,491","53,54,006","21,98,677","13,12,501","10,18,736","11,93,178","73,87,036","7,19,874","5,95,711","7,86,999","1,02,663","1,57,241","2,52,882","2,69,347","3,56,896","2,52,411","4,26,596","4,29,652","3,90,242","2,63,171","4,08,680","46,521","98,423","1,21,048","80,714","79,040","2,19,478","78,588","1,12,202","1,03,941","1,47,665","1,05,983","35,558","28,797","87,986","22,853","72,659","37,125","89,389","1,36,525","4,06,066","63,793","2,46,851","81,192","81,466","1,90,619","67,269","2,11,575","1,22,541","77,203","32,375","1,10,555","27,224","90,698","23,202","34,021","32,730","17,306","17,742"
TOTAL PASIVO Y PATRIMONIO NETO ,"42,75,67,518","38,95,13,737","12,84,64,711","11,62,91,159","8,35,21,837","5,57,67,984","3,08,18,527","3,42,16,918","2,36,04,569","2,64,40,260","91,08,732","96,54,810","1,66,08,742","61,62,915","43,54,384","1,03,85,883","79,97,619","1,75,01,361","45,79,090","65,74,315","82,48,930","17,90,400","20,80,876","30,62,123","15,93,862","15,35,390","17,28,657","9,77,520","9,75,259","14,46,336","9,67,527","19,42,110","22,22,343","8,66,176","13,36,823","6,75,282","6,47,432","9,55,096","5,74,197","14,44,410","7,75,899","77,44,331","5,65,702","38,98,234","3,57,698","29,72,644","6,59,477","9,15,076","5,51,300","9,21,048","2,12,794","1,88,851","1,60,786","1,54,806","3,02,008","1,26,027","3,25,764","1,14,940","1,45,737","32,937","27,472","18,032"
PRO-MEMORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES ,"10,43,40,552","5,77,14,701","1,78,85,932","90,15,458","74,59,775","42,28,645","12,84,992","15,49,788","17,57,448","36,65,095","7,70,515","8,50,732","24,90,902",4,148,"1,08,889","3,350","92,777","2,58,082","1,18,888","1,66,884",0,"1,34,299","9,658","12,112","3,276","1,62,946",49,"17,732","82,494","79,077","9,495","14,592","2,540",0,"29,754","1,40,994","11,724","26,061","5,117","5,994","96,472","10,415","12,15,482","1,507","8,509","19,662","1,50,701","3,09,725","21,150","5,24,910","2,750",11,236,0,"1,611",472,"10,312","61,946",15,2,"1,445"
2. COMPROMISOS CONTINGENTES ,"9,98,58,088","6,04,01,123","1,25,10,600","2,06,41,982","1,55,52,334","82,33,817","35,87,183","23,44,474","14,93,790","79,15,237","9,20,004","6,87,864","18,83,143",0,"1,22,365","4,18,199","20,11,348","7,28,080","3,00,409","6,13,230","7,78,640","4,81,435","2,51,232","39,56,010","12,392","93,653","1,42,421",0,"43,606","2,10,422","1,47,579","1,97,462","96,734","45,710","22,59,121","97,024","14,677","9,42,374","65,239",965,"25,693","90,506","27,574",0,"8,462","20,55,620","17,815","1,24,887","2,52,300","1,14,985",0,58,"1,00,759",92,0,"2,474",0,"18,487","20,517",0,162,0
