Var,0049,0182,0030,0075,0081,0128,0065,0072,0093,0224,0038,0019,0042,0061,0036,0129,0073,0231,0086,0046,0223,0198,0130,0094,0185,0122,0233,0099,0227,0216,0138,0234,0057,0232,0078,0009,0059,0229,0211,0226,0142,0125,0031,0186,0063,0003,0217,0058,0220,0136,0225,0113,0188,0184,0011,0133,0200,0219,0132,0115,0121,0091,0083,1490,,,
1. 5. Menos: Valores propios ,"29,126","1,27,281",0,"1,32,778","1,38,203",537,0,0,"77,436",0,0,0,0,0,0,0,0,0,0,"1,142",0,0,7,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,"5,218",0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,12,661",,1. 5. Menos: Valores propios 
1. 6. Resultado del ejercicio ,"41,50,813","29,80,684","5,04,382","8,00,506","5,28,787","2,60,289","45,369","1,00,257","1,22,336","4,65,583",920,"49,351","33,475","32,371","1,08,741",162,"1,777","63,034","34,889","11,676","-1,01,552","15,783","9,546","5,212","11,219","-71,092","4,123",471,"-32,932","1,484","7,171","5,161","31,855","5,448","6,702","-1,36,656",52,"10,237",421,"-22,349","-12,441","17,813","4,378",381,"-80,978","2,361","-9,678","3,398","1,556","-43,505","-6,490","72,027","5,248",553,"2,833","6,613",377,"2,268",380,20,518,23,5,"-4,598","1,00,08,768",,1. 6. Resultado del ejercicio 
1. 7. Menos: Dividendos y retribuciones ,"22,96,517","10,11,952","2,23,401","1,99,973","1,68,000","1,04,464",0,"15,701","23,139","1,09,693",0,0,"4,497",0,"1,02,000",0,0,0,0,0,0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,0,0,0,0,0,0,0,0,0,0,"42,67,937",,1. 7. Menos: Dividendos y retribuciones 
2. AJUSTES POR VALORACIÓN ,"1,07,411","16,43,075","1,28,325","-22,521","32,910","24,298","-8,065","9,550","42,936","-47,894",0,"66,757","1,640","-10,948",98,0,0,"56,220","-13,311","-23,443",0,"3,294","1,627","1,534","1,726",-326,350,"4,577",10,-84,"1,387","1,287",0,877,"6,163","-3,626",-684,-85,"4,191",0,-422,0,637,"1,348",0,0,301,"1,130",459,0,0,"5,243","3,453",313,0,-166,-306,0,0,0,0,0,0,0,"20,21,246",,2. AJUSTES POR VALORACIÓN 
2. 1. Activos financieros disponibles para la venta ,"1,25,987","15,67,433","17,145","-36,672","47,780","24,184",486,"9,550","42,936",0,0,"1,879","1,640","-10,628",98,0,0,"51,736","-13,311","-23,443",0,"3,294","1,627","1,534","1,529",-326,350,"4,577",10,-84,"1,387","1,287",0,877,"6,163",0,-684,-85,"4,191",0,-422,0,640,"1,348",0,0,301,"1,130",459,0,0,"5,243","3,453",313,0,0,-306,0,0,0,0,0,0,0,"18,44,606",,2. 1. Activos financieros disponibles para la venta 
2. 2. Coberturas de los flujos de efectivo ,"-1,702","80,047","1,11,180","14,151","-12,251",0,"-8,551",0,0,"-47,894",0,"64,878",0,0,0,0,0,"4,484",0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,"-3,626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-166,0,0,0,0,0,0,0,0,"2,00,747",,2. 2. Coberturas de los flujos de efectivo 
2. 3. Coberturas de inversiones netas en negocios en el extranjero ,"-16,874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-16,874",,2. 3. Coberturas de inversiones netas en negocios en el extranjero 
2. 4. Diferencias de cambio ,0,"-4,405",0,0,"-2,619",114,0,0,0,0,0,0,0,-320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,233",,2. 4. Diferencias de cambio 
2. 5. Activos no corrientes en venta  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. 5. Activos no corrientes en venta  
2. 7. Resto de ajustes por valoración ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. 7. Resto de ajustes por valoración 
TOTAL PATRIMONIO NETO ,"4,61,81,482","2,16,76,982","50,28,312","77,68,682","49,01,099","22,67,679","10,97,296","13,42,034","12,53,098","63,76,668","1,01,982","8,27,188","6,27,727","6,99,884","2,39,265","72,439","87,228","4,43,345","4,11,622","2,39,087","4,07,184","2,53,343","4,30,577","96,895","2,12,926","2,79,379","48,508","34,273","1,07,730","2,36,708","1,22,378","80,362","84,844","1,44,555","82,785","1,94,172","37,645","79,696","1,00,756","70,706","53,435","1,06,146","33,913","1,37,397","4,62,602","62,031","57,345","86,285","32,358","2,31,560","2,25,047","2,64,254","26,366","1,22,798","98,566","79,793","23,010","30,754","32,904","20,831","17,576","12,193","9,100","82,060","10,70,56,845",,TOTAL PATRIMONIO NETO 
TOTAL PASIVO Y PATRIMONIO NETO ,"41,60,68,894","39,18,45,231","12,76,18,599","12,86,08,621","8,15,83,456","5,52,75,414","3,52,35,096","3,21,65,606","2,27,62,005","2,62,05,456","71,13,484","1,61,03,072","1,03,95,763","94,41,495","87,24,995","23,38,428","39,12,854","1,64,58,563","62,66,502","42,23,635","22,99,170","1,16,42,546","62,97,257","23,55,382","20,99,593","41,12,969","17,78,235","9,13,996","13,82,368","22,77,029","17,76,532","9,63,218","11,00,017","10,21,219","9,36,551","76,33,026","7,25,915","10,69,831","6,62,893","8,10,054","6,87,149","18,44,991","6,25,481","5,13,600","43,42,659","3,37,883","19,09,974","6,03,331","1,63,277","9,12,094","31,03,942","2,78,987","1,61,082","2,05,270","2,07,121","2,44,892","98,577","1,76,670","33,108","20,893","17,913","12,697","9,118","1,46,038","1,47,08,61,717",,TOTAL PASIVO Y PATRIMONIO NETO 
PRO-MEMORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO-MEMORIA
1. RIESGOS CONTINGENTES ,"11,37,26,604","5,81,73,931","1,02,80,407","2,17,76,154","77,80,546","51,71,757","19,62,424","14,90,224","18,93,388","29,05,882",4,"23,85,960","8,46,495","8,18,100","10,082","5,117",673,"1,39,110","1,99,925","2,45,692",0,"74,494","3,05,029","15,930","1,04,477","10,840","23,549","1,39,985",0,"34,971","1,51,081","83,932",49,"1,168","18,874","96,428","9,530","2,198","27,019","32,209","22,301","9,539","26,187","13,367","9,33,736",953,364,"78,946",236,"3,99,945","9,792","5,05,984","1,634","6,630",0,418,"8,061","58,441",15,"1,623","1,445",0,0,0,"23,30,23,855",,1. RIESGOS CONTINGENTES 
2. COMPROMISOS CONTINGENTES ,"5,95,21,164","6,44,28,389","1,47,71,348","1,54,42,401","1,72,07,756","83,00,267","29,80,844","37,09,365","18,37,515","3,54,93,306",0,"20,94,872","8,35,030","10,86,547","19,21,856","50,021","96,115","11,20,955","7,45,888","3,50,755","4,75,133","1,42,826","6,89,770","1,22,046","2,44,097","35,59,944","6,598","82,402","19,39,641","1,43,887","1,58,846","1,34,559",0,"38,954","46,045","26,317","33,147","13,43,108","48,744","1,59,896","65,754","1,23,786","72,117","34,122",0,"11,738","49,513","64,130",304,"2,11,557","18,27,018",0,"4,455",57,0,0,"35,772","9,518",0,0,0,0,0,"81,436","24,39,81,631",,2. COMPROMISOS CONTINGENTES 
