Var,0182,0049,0075,0030,0081,0128,0065,0072,0093,0224,0061,0042,0019,0038,0036,0231,0198,0073,0046,0130,0086,0223,0122,0129,0094,0233,0185,0057,0216,0227,0138,0234,0099,0078,0125,0229,0232,0142,0031,0059,0009,0186,0063,0217,0003,0058,0136,0211,0113,0226,0225,0184,0188,1490,0011,0220,0133,0200,0219,0132,0115,0121,0091,0083,0235
1. 5. Derivados de negociación ,"3,70,27,878","4,71,39,927","13,28,024","54,90,881","11,19,251","7,29,587","31,440","87,957","1,11,157","99,390","28,140","82,087","2,44,262","1,68,027",51,"1,02,900","3,15,617",0,"3,562",0,"31,440",0,115,"2,23,972",758,96,"21,120",0,0,0,"3,194",0,0,99,0,11,0,135,11,518,56,250,0,0,0,"43,066",100,"26,573",0,"3,071",0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
1. 6. Posiciones cortas de valores ,"29,74,705","91,09,385","10,369","56,293",0,"10,85,632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 7. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. OTROS PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN PÉRIDDAS Y GANANCIAS ,0,"2,17,56,273",0,0,0,"2,70,435",0,"12,10,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 1. Depósitos de bancos centrales ,0,"38,34,683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 2. Depósitos de entidades de crédito ,0,"99,64,171",0,0,0,0,0,"3,18,711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 3. Depósitos de la clientela ,0,"79,57,419",0,0,0,"2,70,435",0,"8,92,047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 4. Débitos representados por valores negociables ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 5. Pasivos subordinados ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 6. Otros pasivos financieros ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. PASIVOS FINANCIEROS A COSTE AMORTIZADO ,"32,83,46,301","30,39,03,561","11,15,52,857","10,64,98,236","7,63,90,784","5,23,02,085","3,32,99,262","2,97,73,740","2,16,12,063","2,10,75,385","83,41,888","90,39,234","1,50,71,249","56,19,194","73,57,910","1,62,43,428","1,09,38,741","44,15,244","42,60,319","60,29,155","65,94,527","15,84,024","31,83,992","4,84,927","18,01,575","13,38,464","15,32,433","13,44,089","19,80,497","12,55,760","16,57,359","8,85,448","5,83,352","8,48,531","17,94,140","8,33,385","7,71,580","5,63,475","6,03,159","7,16,546","64,13,886","3,78,787","36,30,108","18,07,737","2,68,693","4,92,755","1,19,793","5,82,991",73,"7,48,069","26,98,367","62,500","1,01,241","77,752","1,17,424","96,297","1,71,374","85,085","1,19,964",0,"1,778",5,494,14,29
3. 1. Depósitos de bancos centrales ,"2,78,33,455","1,23,87,841","33,11,622","25,11,589","36,59,627","58,08,237","2,26,900","45,65,297","17,58,284",0,"3,51,364","4,00,344",0,0,0,"36,07,180","22,11,116",0,"4,62,330",0,0,0,0,0,0,0,0,0,0,0,"2,09,669","30,026",0,"30,120",0,0,0,"66,192",0,0,0,0,0,0,0,0,0,"18,214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 2. Depósitos de entidades de crédito ,"4,58,60,098","3,88,48,808","1,30,61,896","1,53,75,753","98,23,911","26,77,319","79,94,165","37,70,457","32,21,143","1,34,53,486","3,78,684","14,34,213","90,75,416",0,"33,14,424","81,52,743","39,43,375","10,815","5,93,152","38,12,073","33,53,632",0,"14,47,843",0,"3,34,829","1,44,390","7,40,464",0,"11,31,839","6,01,191","4,78,455","1,792","2,060","17,119","11,29,811","3,59,088","1,12,145","7,815",783,"2,55,542","62,22,686","19,986","35,57,496","15,04,325",0,"3,05,744","60,224","3,64,696",0,"5,46,142","26,23,520",0,0,83,"17,458","1,823","1,51,633","31,594","98,234",0,"1,772",0,494,0,0
3. 3. Depósitos de la clientela ,"17,24,63,770","17,21,78,179","7,51,47,878","6,51,63,733","4,23,84,703","2,79,24,583","2,02,50,441","1,47,53,914","1,38,60,627","6,68,457","66,62,727","55,39,874","50,28,005",0,"37,23,621","3,84,945","21,99,191","43,59,919","29,56,889","21,60,985","31,55,600","13,96,092","16,49,331",0,"11,14,313","11,92,298","7,79,077","13,39,181","8,48,571","6,50,438","8,63,195","8,38,243","5,53,783","7,90,620","6,58,375","4,73,814","5,74,170","4,29,531","5,81,289","3,06,530","1,78,504","3,41,740",51,"2,57,861","2,68,529","1,84,115","57,497","1,99,100",54,"1,88,419",0,"61,808","1,01,145","75,383","9,494","94,250","16,904","52,307","10,575",0,0,0,0,0,0
3. 4. Débitos representados por valores negociables ,"6,23,60,527","3,71,43,112","1,62,14,171","1,76,79,997","1,66,85,433","1,36,20,031","39,34,031","59,91,515","19,38,946","62,60,344","8,33,016","12,06,617",0,"51,11,601",0,"39,91,842","24,23,123",0,0,0,0,0,0,"4,54,873",0,0,0,0,0,0,"59,415",0,0,0,0,0,0,"55,277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 5. Pasivos subordinados ,"1,43,17,823","3,19,55,970","25,91,312","25,37,686","21,06,391","11,38,046","7,50,968","4,97,062","5,62,848","6,54,469",0,"3,36,420","3,23,966","5,06,651",0,"92,567","20,799","14,154","1,93,723","31,448","5,806","1,79,804","27,359","30,054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,029","1,50,000","6,021",0,0,"45,060",0,0,0,0,0,0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. 6. Otros pasivos financieros ,"55,10,628","1,13,89,651","12,25,978","32,29,478","17,30,719","11,33,869","1,42,757","1,95,495","2,70,215","38,629","1,16,097","1,21,766","6,43,862",942,"3,19,865","14,151","1,41,137","30,356","54,225","24,649","79,489","8,128","59,459",0,"3,52,433","1,776","12,892","4,908",87,"4,131","46,625","15,387","27,509","10,672","5,954",483,"85,265","4,660","8,058","4,473","6,675","17,061","72,561",491,164,"2,896","2,072",981,19,"13,508","24,847",692,96,"2,286","90,472",224,"2,837","1,184","11,155",0,6,5,0,14,29
4. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ,0,0,0,"11,27,093","6,62,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5. DERIVADOS DE COBERTURA ,"21,15,659","32,06,958","7,44,383","3,19,274","61,467","50,137","27,601","75,552","33,330","62,765","5,029","2,145","12,178",0,0,"11,80,129",535,0,"15,246","13,708","7,648",0,0,0,0,"2,30,466","1,473",0,196,0,0,0,0,0,0,5,0,0,0,358,"2,873",0,"1,04,007",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,297",0,0,0,0,0,0,0,0
6. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8. PROVISIONES ,"63,62,083","82,08,397","3,19,363","26,57,827","2,94,765","68,483","1,13,872","1,06,278","56,869","83,988","36,422","1,04,889","70,120",0,"22,268","9,910",623,"2,993","8,264","56,586","39,108","3,498","53,252",35,141,"3,531","1,965","1,272","2,383",784,"6,274","1,332",315,404,934,141,702,848,482,156,"25,257","2,436",726,"1,410",16,"22,854",853,"1,051",103,"3,143","3,764",106,43,0,0,0,"3,907",157,410,124,22,245,0,0,364
8. 1. Fondo para pensiones y obligaciones similares ,"50,42,343","66,41,093","1,18,127","20,96,171","1,76,384",129,"58,171","60,026","18,737","46,382","7,116","10,775","21,697",0,"4,235",0,0,408,"1,649","32,094","16,636",0,"52,731",35,58,0,0,33,6,4,0,0,26,0,817,12,0,0,0,0,"22,095",754,0,0,0,"22,086",0,977,37,0,0,106,0,0,0,0,"3,804",0,0,38,0,177,0,0,0
8. 2. Provisiones para impuestos y otras contingencias legales ,0,"1,69,371","49,508",0,"22,604",0,0,"15,029",0,562,"4,069",0,"10,995",0,0,0,0,0,0,"17,804","5,887",0,251,0,0,22,0,0,26,0,0,0,114,0,0,129,0,0,0,0,0,0,0,0,0,176,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8. 3. Provisiones para riesgos y compromisos contingentes ,"2,17,513","6,73,357","1,50,830","1,02,611","77,604","26,976","27,013","19,522","38,132",281,"10,797","7,909","24,705",0,38,"9,910",623,18,"6,615","4,804","1,754",0,220,0,83,220,"1,784",1,"2,351",0,"2,177","1,224",175,404,117,0,26,585,482,85,188,128,0,2,16,577,511,74,0,77,60,0,43,0,0,0,11,157,410,0,0,23,0,0,364
8. 4. Otras provisiones ,"11,02,227","7,24,576",898,"4,59,045","18,173","41,378","28,688","11,701",0,"36,763","14,440","86,205","12,723",0,"17,995",0,0,"2,567",0,"1,884","14,831","3,498",50,0,0,"3,289",181,"1,238",0,780,"4,097",108,0,0,0,0,676,263,0,72,"2,974","1,554",726,"1,408",0,15,286,0,66,"3,066","3,704",0,0,0,0,0,92,0,0,86,22,45,0,0,0
9. PASIVOS FISCALES ,"4,79,848","1,40,254","1,97,802","3,04,220","1,91,830","86,347","16,761","15,422","44,258","2,02,604","18,832","10,129","49,810",568,"44,573","42,944",702,445,"1,583",761,129,"3,186","4,437",5,"1,544","1,567","16,353","2,102",350,29,"3,266","1,500",109,"4,761","3,909","3,813",0,981,935,137,"8,392",614,"31,758",133,428,984,151,"5,062","12,482",0,"6,967",254,"1,332",0,0,842,"20,351",0,637,49,0,43,0,4,0
9. 1. Corrientes ,0,0,"1,24,533","2,82,208","1,46,780","30,835",0,573,"20,774","3,701",0,"3,101","8,336",568,"44,573","22,421",522,445,0,222,0,"3,186","2,074",5,999,"1,037","2,774","2,102",347,0,"2,918","1,215",0,"1,258","3,909","3,813",0,736,520,36,0,0,0,0,428,0,151,3,"12,268",0,"6,942",56,6,0,0,0,0,0,637,49,0,43,0,4,0
9. 2. Diferidos ,"4,79,848","1,40,254","73,269","22,012","45,050","55,512","16,761","14,849","23,484","1,98,903","18,832","7,028","41,474",0,0,"20,523",180,0,"1,583",539,129,0,"2,363",0,545,530,"13,579",0,3,29,348,285,109,"3,503",0,0,0,245,415,101,"8,392",614,"31,758",133,0,984,0,"5,059",214,0,25,198,"1,326",0,0,842,"20,351",0,0,0,0,0,0,0,0
10. FONDO DE LA OBRA SOCIAL (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. RESTO DE PASIVOS ,"46,62,289","32,95,469","6,99,347","8,39,851","5,33,840","1,69,042","3,36,488","1,38,574","98,168","2,03,445","57,704","69,835","1,27,489",536,"3,97,526","56,151","31,320","4,268","14,726","34,451","93,441","8,189","26,543",200,"4,866","10,071","12,307","22,351","10,292","16,010","10,086","5,500","23,498","3,799","12,950","10,333","7,435","-5,144","4,166",-62,"-14,565",-745,"-21,075","1,001","1,005","5,613","-29,740","2,335","9,976","3,706","35,570",156,504,"-2,607","21,619","2,483","8,816","1,303","2,009",116,260,103,-13,13,"-1,124"
12. CAPITAL REEMBOLSABLE A LA VISTA (solo Cajas de Ahorros y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PASIVO ,"38,19,68,763","39,67,60,224","11,48,52,145","11,72,93,675","7,92,54,577","5,47,61,748","3,38,25,424","3,14,08,281","2,19,55,845","2,17,27,577","84,88,015","93,08,319","1,55,75,108","57,88,325","78,22,328","1,76,35,462","1,13,18,040","44,22,950","43,03,700","61,34,661","67,66,293","15,98,897","32,68,339","7,09,139","18,08,884","15,84,195","15,85,651","13,69,814","19,93,718","12,72,583","16,80,179","8,93,780","6,07,274","8,57,594","18,11,933","8,47,688","7,81,002","5,60,295","6,08,753","7,17,653","64,35,899","3,81,648","37,45,524","18,10,281","2,70,142","5,65,272","91,157","6,18,012","22,634","7,57,989","27,44,668","63,016","1,03,120","75,145","1,39,133","99,622","2,05,745","86,545","1,23,020",289,"2,060",396,481,31,600
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.  FONDOS PROPIOS ,"1,91,46,958","4,29,11,794","76,69,990","47,31,565","48,36,664","21,93,755","11,05,361","13,30,531","11,72,519","67,86,580","7,04,807","6,16,494","7,17,749","1,01,982","2,06,168","3,72,942","2,57,621","1,62,228","2,58,125","4,48,950","4,24,932","4,07,183","4,57,705","72,438","95,361","48,158","2,11,200","56,175","2,36,801","1,07,719","1,17,312","78,422","29,696","76,532","97,239","79,781","1,43,678","53,857","31,780","37,915","1,97,798","1,36,049","4,62,602","57,044","62,032","85,155","2,31,560","96,565","1,90,857","70,706","2,25,047","1,22,485","22,913","82,060","98,566","31,898","79,959","23,316","30,754","32,562","4,10,000","17,576","12,193","9,100","21,000"
1. 1. Capital/Fondo de dotación (a) ,"18,36,505","41,14,413","1,33,315","5,43,036","1,50,000","1,42,034","1,57,841","88,083","1,20,718","33,53,639","29,159","37,378","67,393","30,050","21,190","2,37,061","91,009","1,29,587","1,19,042","4,62,792","1,38,771","2,66,174","1,87,500","58,298","12,500","22,779","73,148","5,412","84,250","80,317","25,411","21,163","18,040","4,800","75,231","31,000","94,547","65,861","5,950","34,800","32,658","86,032","4,52,959","68,080","4,508","52,405","3,00,001","39,281","32,775","82,224","60,902","72,697","18,080","86,658","27,041","18,180","50,995","14,514","18,030","14,039","4,07,850","11,630","9,015","9,016","21,000"
1. 1. 1. Escriturado ,"18,36,505","41,14,413","1,33,315","5,43,036","1,50,000","1,42,034","1,57,841","88,083","1,20,718","33,53,639","29,159","37,378","67,393","30,050","21,190","2,37,061","91,009","1,29,587","1,19,042","4,62,792","1,38,771","2,66,174","1,87,500","58,298","12,500","22,779","73,148","5,412","84,250","80,317","25,411","21,163","18,040","4,800","75,231","31,000","94,547","65,861","5,950","34,800","32,658","86,032","4,52,959","68,080","4,508","52,405","3,00,001","39,281","32,775","82,224","60,902","72,697","18,080","86,658","27,041","18,180","50,995","14,514","18,030","14,039","4,07,850","11,630","9,015","9,016","21,000"
1. 1. 2. Menos: Capital no exigido ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 2. Prima de emisión ,"1,24,52,954","2,93,05,257","17,81,778",0,"12,79,878","7,37,079","1,97,547","1,46,720","3,03,955","11,39,989","2,804","2,09,970","1,66,572","65,407",0,0,"85,972","59,354","50,806",747,0,"2,56,616","1,63,274",0,"7,275",55,"69,912",138,"1,364","21,649","48,595","29,028",0,0,451,"3,606","75,702",0,"7,212",0,"44,156","29,388","57,140",0,0,0,0,"10,955","39,038",0,"6,611","42,466",0,0,0,0,0,"1,276",0,0,189,0,0,0,0
1. 3. Reservas  ,"52,28,863","34,86,241","50,57,334","42,64,149","30,14,637","13,41,922","7,49,973","10,95,728","8,32,691","22,92,952","6,72,844","3,69,146","4,83,784","6,525","2,17,978","1,35,881","80,640","-26,713","88,278","-14,582","2,86,161","-1,15,607","1,06,931","14,140","75,586","25,324","68,140","50,625","1,51,187","5,753","43,306","29,332","11,656","71,822","21,557","45,175","-26,571","-12,004","18,618","3,115","1,20,984","20,629","-47,497","-11,036","57,524","32,750","-68,441","46,329","1,19,044","-11,518","1,57,534","7,322","4,833","-4,598","71,525","14,515","28,964","7,526","12,724","18,523","1,961","5,946","3,178",84,0
1. 4. Otros instrumentos de capital ,"16,856","71,18,700","7,00,000","1,367","5,00,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 1. De instrumentos financieros compuestos ,0,0,0,0,"5,00,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 2. Cuotas participativas y fondos asociados (solo Cajas de Ahorros) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. 3. Resto de instrumentos de capital ,"16,856","71,18,700","7,00,000","1,367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 5. Menos: Valores propios ,"50,903",0,"2,437",0,"1,07,851",260,0,0,"84,845",0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,"1,101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0
1. 6. Resultado del ejercicio ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 7. Menos: Dividendos y retribuciones ,"3,37,317","11,12,817",0,"76,987",0,"27,020",0,0,0,0,0,0,0,0,"33,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. AJUSTES POR VALORACIÓN ,"5,39,690","-7,01,480","-3,00,465","93,316","-44,424","7,982","-17,916","-18,196","38,289","-29,248","-10,823",-603,"96,307",0,98,"47,867",-8,0,"-22,791",145,"-24,047",0,-419,0,"1,272",227,628,0,-112,10,"-1,662","-1,071",182,"3,284",220,0,"-4,470",-609,-290,-606,0,-388,0,301,0,920,0,330,500,-38,0,151,"3,095",0,0,"1,277",-805,-349,0,0,0,0,0,0,-242
2. 1. Activos financieros disponibles para la venta ,"5,84,187","-7,03,230","-3,38,440","-24,918","-39,506","7,832","-6,171","-18,196","38,289",0,"-10,581",-603,"1,807",0,98,"45,688",-8,0,"-22,791",145,"-24,047",0,-419,0,"1,272",227,492,0,-112,10,"-1,662","-1,071",182,"3,284",0,0,"-4,470",-609,-286,-606,0,-388,0,301,0,920,0,330,500,-38,0,151,"3,095",0,0,"1,277",0,-349,0,0,0,0,0,0,-242
2. 2. Coberturas de los flujos de efectivo ,"-18,185",0,"37,975","1,18,234","-6,479",0,"-11,745",0,0,"-29,248",0,0,"94,500",0,0,"2,179",0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-805,0,0,0,0,0,0,0,0
2. 3. Coberturas de inversiones netas en negocios en el extranjero ,0,"1,750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 4. Diferencias de cambio ,"-26,312",0,0,0,"1,561",150,0,0,0,0,-242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 5. Activos no corrientes en venta  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2. 7. Resto de ajustes por valoración ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PATRIMONIO NETO ,"1,96,86,648","4,22,10,314","73,69,525","48,24,881","47,92,240","22,01,737","10,87,445","13,12,335","12,10,808","67,57,332","6,93,984","6,15,891","8,14,056","1,01,982","2,06,266","4,20,809","2,57,613","1,62,228","2,35,334","4,49,095","4,00,885","4,07,183","4,57,286","72,438","96,633","48,385","2,11,828","56,175","2,36,689","1,07,729","1,15,650","77,351","29,878","79,816","97,459","79,781","1,39,208","53,248","31,490","37,309","1,97,798","1,35,661","4,62,602","57,345","62,032","86,075","2,31,560","96,895","1,91,357","70,668","2,25,047","1,22,636","26,008","82,060","98,566","33,175","79,154","22,967","30,754","32,562","4,10,000","17,576","12,193","9,100","20,758"
TOTAL PASIVO Y PATRIMONIO NETO ,"40,16,55,411","43,89,70,538","12,22,21,670","12,21,18,556","8,40,46,817","5,69,63,485","3,49,12,869","3,27,20,616","2,31,66,653","2,84,84,909","91,81,999","99,24,210","1,63,89,164","58,90,307","80,28,594","1,80,56,271","1,15,75,653","45,85,178","45,39,034","65,83,756","71,67,178","20,06,080","37,25,625","7,81,577","19,05,517","16,32,580","17,97,479","14,25,989","22,30,407","13,80,312","17,95,829","9,71,131","6,37,152","9,37,410","19,09,392","9,27,469","9,20,210","6,13,543","6,40,243","7,54,962","66,33,697","5,17,309","42,08,126","18,67,626","3,32,174","6,51,347","3,22,717","7,14,907","2,13,991","8,28,657","29,69,715","1,85,652","1,29,128","1,57,205","2,37,699","1,32,797","2,84,899","1,09,512","1,53,774","32,851","4,12,060","17,972","12,674","9,131","21,358"
PRO-MEMORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES ,"5,53,04,438","10,60,81,176","1,95,67,393","96,77,867","75,45,661","42,14,570","59,91,131","13,77,461","18,43,881","35,16,335","7,48,287","8,18,220","23,43,604",4,"8,812","1,21,732","99,944",874,"2,44,125","3,15,798","1,76,622",0,"9,819","5,117","8,403","23,413","1,00,193",49,"31,552",0,"1,60,579","84,849","1,43,429","18,243","9,692","7,079","1,292","24,745","30,849","8,230","96,541","13,181","8,22,134",143,"1,504","7,728","2,61,731","21,033","5,21,203","30,393","10,101","5,130","1,651",11,0,236,455,"10,188","61,330",15,"1,332","1,445",0,0,0
2. COMPROMISOS CONTINGENTES ,"6,43,63,097","8,58,53,305","1,54,89,687","1,60,03,014","1,62,67,011","85,99,905","24,69,666","35,14,832","17,48,108","54,81,330","10,03,612","6,72,809","18,76,671",0,"22,79,574","10,56,812","4,27,657","1,15,192","3,08,706","6,44,400","5,40,891","4,92,008","38,49,311","1,622","1,25,109","5,618","2,64,607",0,"1,34,688","22,68,652","1,39,012","1,52,620","85,014","45,558","1,43,746","11,06,462","45,880","66,683","92,691","24,245","1,58,015","27,494",0,"47,335","9,782","55,471","2,51,848","20,811",0,"1,62,658","19,48,930",63,"2,980","86,591",0,95,0,"23,941","15,138",0,0,0,0,0,414
