Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,066","3,99,961","79,053","18,305","8,225","36,396","2,398",0,"54,761","6,912",361,0,"2,410",0,"1,503",0,0,0,270,0,177,0,0,0,180,0,"13,508","14,860",0,0,0,90,0,0,0,0,0,0,"45,250",0,0,0,0,0,0,0,0,0,0,"10,201",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"6,99,088",
12.3. Entidades del grupo ......................................................................................................................................................................,"2,09,42,559","3,62,03,490","8,45,055","8,99,330","13,01,442","97,398","1,05,922","40,818","85,541","33,87,474",0,0,"39,029","1,76,653","1,47,636",0,0,"1,15,721",0,0,0,"22,161",0,"11,449",0,"1,035","43,524","7,167",103,"1,51,100",0,0,"7,290",0,0,"7,788","4,127","1,119","2,316","1,07,410","4,394","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","1,76,079",0,"1,44,794","1,02,670","1,112",0,0,0,"5,235",0,9,0,0,0,0,0,0,0,"6,52,35,913",
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,23,079","29,89,095","15,07,773","2,78,011","86,210",0,"39,639","87,810","9,435","28,424","7,867","6,343",0,"1,711",0,0,0,547,"6,786",0,"6,398",0,10,0,"4,935",0,"1,991",0,"29,784",0,0,"8,375",0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,"72,25,014",
15. ACTIVO MATERIAL ..................................................................................................................................................................,"18,46,427","14,62,617","10,39,305","6,70,334","3,47,506","3,42,538","3,08,043","1,88,818","2,10,968",91,"59,780","25,098","48,179","1,15,243","89,223",0,0,464,"26,812",29,"23,855","31,885",184,"1,384","20,959","10,789","32,816","3,430","21,877","11,480","33,485","18,283",554,2,141,"24,537","3,772","14,819","6,330","9,023","6,932","8,586",113,"4,386","3,905","9,858",769,11,"4,320",349,"4,665","4,581",998,23,"3,100",97,"4,006","1,318","29,100",13,"3,609","1,234",3,591,"2,550",2,415,3,0,0,0,"71,46,617",
15.1. De uso propio ..................................................................................................................................................................,"18,35,646","14,59,803","10,20,376","6,69,630","3,41,345","3,25,471","2,99,943","1,87,606","2,01,694",91,"58,406","10,632","42,297","1,15,209","89,223",0,0,464,"26,538",29,"23,305","31,885",184,"1,384","20,787","10,789","32,816","3,430","21,877","11,480","33,485","16,478",554,2,141,"23,732","3,772","12,735","6,330","9,023","6,932","8,499",113,"3,016","3,905","8,787",769,11,"4,320",349,"4,665","4,581",998,23,"3,100",97,"4,006","1,318","9,672",13,"3,609","1,234",3,591,"2,550",2,415,3,0,0,0,"70,22,173",
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,781","2,814","18,929",704,"6,161",0,"8,100","1,212","9,274",0,"1,374","14,466","5,882",0,0,0,0,0,274,0,550,0,0,0,172,0,0,0,0,0,0,"1,805",0,0,0,805,0,"2,007",0,0,0,87,0,"1,370",0,"1,071",0,0,0,0,0,0,0,0,0,0,0,0,"19,428",0,0,0,0,0,0,0,0,0,0,0,0,"1,07,266",
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"17,067",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,178",
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,29,"4,43,673","11,927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,55,629",
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"77,817",649,"35,622","4,45,161","15,931","8,824","10,350","6,416",684,"17,264",94,0,0,"1,465",0,0,0,0,62,0,31,"9,853",7,966,31,300,"7,098",582,"9,212","21,613","99,971",31,0,337,0,60,8,0,"8,359","48,204",191,569,108,"1,401",883,0,32,10,384,0,611,155,"10,380",0,36,0,"3,923",0,0,1,"2,720",936,0,0,0,0,0,0,0,0,0,"8,49,342",
16.1. Fondo de comercio ......................................................................................................................................................................,0,224,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,28,322",
16.2. Otro activo intangible ......................................................................................................................................................................,"77,817",425,"35,622","31,708","15,931","8,824","10,350","6,416",684,"17,264",94,0,0,"1,465",0,0,0,0,62,0,31,"9,853",7,966,31,300,"7,098",582,"9,212","21,613","39,587",31,0,337,0,60,8,0,"8,359","3,960",191,569,108,"1,401",883,0,32,10,384,0,611,155,363,0,36,0,"3,923",0,0,1,"2,720",936,0,0,0,0,0,0,0,0,0,"3,21,020",
17. ACTIVOS FISCALES ..................................................................................................................................................................,"37,04,782","30,95,597","9,85,888","8,31,017","5,22,159","2,48,010","2,06,007","3,04,223","1,15,226","1,05,939","1,09,969","31,684","1,23,593","66,573","27,498",0,423,"50,157","47,153",8,"39,776","41,350","12,465","6,376","13,647","4,001","13,615","7,715","15,558","39,009","11,534","24,533","19,628","13,292","17,990","3,319","3,994","5,219","1,248","1,852","3,881",499,716,"2,265","6,066","2,377","2,298",625,"5,717","8,601",193,"19,647","1,167","5,720","2,915","1,239","31,928",320,862,"4,922","4,576",581,150,"6,212",450,228,207,0,166,198,0,"1,09,86,753",
17.1. Corrientes ..................................................................................................................................................................,"5,81,938","54,589","12,255","1,80,320","2,06,461","47,263","55,331","21,507","47,492","6,198","49,424","11,328","21,969","12,189","2,542",0,371,"49,876","20,759",8,"17,296","14,245","6,952","5,045","7,011","2,603","10,776","7,140","1,128","3,157","6,428","7,958",320,"12,777","6,544","1,400","2,311","2,761",276,275,79,441,121,"1,931",0,875,"1,876",553,"1,503","4,977",184,"11,031",93,924,"1,008","1,201","5,517",317,354,0,"4,576",378,112,907,426,209,190,0,66,0,0,"15,38,072",
17.2. Diferidos ..................................................................................................................................................................,"31,22,844","30,41,008","9,73,633","6,50,697","3,15,698","2,00,747","1,50,676","2,82,716","67,734","99,741","60,545","20,356","1,01,624","54,384","24,956",0,52,281,"26,394",0,"22,480","27,105","5,513","1,331","6,636","1,398","2,839",575,"14,430","35,852","5,106","16,575","19,308",515,"11,446","1,919","1,683","2,458",972,"1,577","3,802",58,595,334,"6,066","1,502",422,72,"4,214","3,624",9,"8,616","1,074","4,796","1,907",38,"26,411",3,508,"4,922",0,203,38,"5,305",24,19,17,0,100,198,0,"94,48,681",
18. PERIODIFICACIONES ..................................................................................................................................................................,"3,23,637","10,54,374","65,325","94,464","52,193","6,606","92,111","9,472","8,155","9,181","13,194",97,"44,088","6,993","4,811",0,0,"8,724","6,810","2,293","5,292","2,120",801,"2,319","4,050","2,275","39,864","5,526","5,672","21,607","17,748","2,893","1,646","4,401",25,548,"6,719","1,007","1,250","18,114",234,"2,234",420,"1,987","1,019",35,266,32,385,67,"24,064",164,"3,631",0,"1,949",8,"6,219",13,99,6,"21,158","2,823",2,172,53,1,7,0,8,0,21,"20,13,482",
19. OTROS ACTIVOS ..................................................................................................................................................................,"6,61,323","14,00,185","6,962","22,783","40,658","17,831","18,260",148,"25,717","17,224","18,972",235,"3,641","4,337","12,539",0,0,"25,419","11,833","74,677","6,790","1,792",79,"61,969","5,774",7,"2,041","5,983","15,131","13,811",851,"2,805","6,482",2,26,424,"2,781",0,857,"2,898",0,"1,189",16,324,10,258,"27,833",0,46,0,0,"8,816",0,7,13,0,737,86,0,0,495,0,0,"2,764",368,1,4,0,0,0,0,"25,36,214",
TOTAL ACTIVO ,"36,28,78,086","35,79,53,679","10,66,74,435","7,42,36,469","7,55,17,569","5,06,45,292","2,44,79,738","2,99,28,153","1,87,51,199","1,96,07,838","1,27,20,046","1,28,35,087","1,67,99,183","89,18,789","97,51,613","82,33,750","68,31,196","96,46,693","49,56,694","45,72,703","44,85,972","39,96,395","93,96,180","69,10,442","39,37,566","33,71,755","70,56,972","29,67,609","74,23,185","35,81,253","24,23,387","22,32,504","16,38,958","10,40,974","24,53,678","16,38,935","12,45,040","7,55,626","9,56,676","10,12,699","6,06,477","5,79,426","1,84,668","4,38,929","19,65,140","4,52,760","11,09,892","3,93,902","12,52,583","7,89,378","16,72,786","32,77,139","3,54,165","36,68,143","4,51,623","3,68,239","61,23,744","1,78,521","5,14,028","1,01,680","2,52,713","74,921","41,560","12,62,532","89,213","33,478","1,24,167","20,446","17,075","12,712","9,120","1,31,08,85,178",
PASIVO Y PATRIMONIO NETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,91,75,338","3,54,78,174","38,26,405","3,27,884","8,22,364","11,66,621","81,439","78,433","9,709","40,066","98,985","43,786","6,22,439","10,300","33,179","3,17,514","5,81,813","8,281","2,327",0,"1,707","67,343","75,926","3,17,750","17,653","4,73,609","1,31,658",0,0,"77,448","27,873",406,172,0,0,372,0,0,874,0,663,151,0,0,0,0,5,0,"1,058","3,404","22,173",0,43,0,145,0,0,"1,25,120",2,0,67,0,0,0,0,0,0,0,0,0,0,"6,40,70,679",
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,07,506",0,"4,64,743",0,0,0,"77,426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,49,675",
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,25,120",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,25,120",
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,790",
1.5. Derivados de negociación ......................................................................................................................................................................,"1,76,12,905","3,39,48,756","37,94,446","3,27,884","7,23,176","1,34,845","81,439","78,433","9,709","40,066","98,985","43,786","6,22,439","10,300","33,179","3,17,514","5,81,813","8,281","2,327",0,"1,707","8,553","75,926","1,10,244","17,653","8,866","1,31,658",0,0,22,"27,873",406,172,0,0,372,0,0,874,0,41,151,0,0,0,0,5,0,"1,058","3,404","22,173",0,43,0,145,0,0,0,2,0,67,0,0,0,0,0,0,0,0,0,0,"5,88,81,698",
1.6. Posiciones cortas de valores ..........................................................................................................,"15,62,433","15,29,418","31,959",0,"99,188","10,31,776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,55,396",
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"2,51,85,911",0,0,0,0,"2,04,828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,54,25,648",
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,"2,21,60,317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,21,60,317",
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"30,25,594",0,0,0,0,"2,04,828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,65,331",
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"30,87,28,742","24,69,13,980","9,42,99,126","6,79,52,186","6,96,53,768","4,74,43,287","2,21,83,529","2,81,02,481","1,76,04,775","1,51,18,035","1,13,24,097","1,21,54,097","1,52,30,460","80,43,464","89,42,792","78,15,926","61,78,219","93,47,420","43,39,847","44,82,281","39,86,809","37,27,308","84,06,326","63,75,383","36,06,317","28,03,707","65,78,137","25,53,324","69,45,221","30,55,188","21,58,222","19,69,932","14,72,227","9,32,276","22,01,671","15,28,243","11,28,708","6,76,489","9,07,315","8,74,587","4,84,337","5,00,761","1,33,003","4,00,570","18,98,694","4,19,869","10,05,675","3,36,553","11,85,516","6,11,768","15,48,031","29,48,580","2,66,674","32,94,486","4,16,372",80,"59,24,879",13,"3,10,687","1,140","1,44,349","48,857","15,721","12,22,502","62,248",0,"2,918",4,3,807,12,"1,09,09,31,011",
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,57,87,415","98,59,522","6,56,464","99,144","55,008","1,00,024",0,"14,302",0,0,0,"37,00,427",0,0,0,0,0,0,0,0,0,0,"16,27,399","32,804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,19,61,513",
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,56,40,098","3,07,82,852","1,61,51,496","45,94,378","1,08,97,402","46,51,262","18,91,767","59,79,309","25,63,541","74,28,834","11,24,482","2,96,142","59,74,329","1,15,498","1,62,889",0,"72,982","33,56,991","5,88,887","12,522","10,33,550","7,52,739","39,21,569","44,47,278","11,86,123","81,596","37,57,502",20,"51,11,174","13,79,954","6,70,470","2,62,401","1,73,225","2,847","14,08,135","7,53,436","1,86,812",767,"1,05,111","32,812",19,"6,151",303,"12,866","15,31,247",273,"5,60,715","11,851","8,63,470","2,83,736","7,84,718","29,17,256","9,152","32,94,415","1,24,712",0,"51,13,944",0,"3,01,309",591,0,523,0,"12,14,507","34,883",0,0,0,0,807,0,"18,46,20,630",
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"23,256",0,0,0,"10,733","2,10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,54,243",
4.4. Depósitos de la clientela ......................................................................................................................................................................,"18,60,72,884","13,41,00,886","5,38,91,985","3,56,23,862","3,76,58,191","2,97,64,189","1,31,86,219","2,13,44,818","1,22,76,789","5,01,807","79,12,206","19,75,309","86,85,474","65,40,978","57,04,667",0,0,"56,26,659","37,03,390","43,64,371","26,97,458","27,49,022","2,36,383","17,27,971","22,91,604","23,62,027","26,95,866","23,50,224","17,87,508","16,18,142","14,81,758","16,56,358","12,96,443","9,28,707","7,92,894","6,67,386","9,39,711","6,67,739","6,40,761","6,46,952","4,64,216","4,92,331","1,26,659","3,82,572","3,21,271","4,05,615","4,44,226","3,24,395","3,19,827","2,98,007","7,49,733",0,"2,41,076",51,"2,86,146",66,"7,95,201",0,"8,192",0,0,"46,366","15,712","1,685","7,944",0,219,0,0,0,0,"60,49,01,108",
4.5. Débitos representados por valores negociables ..........................................................................................................,"4,46,41,520","3,48,09,397","1,93,53,107","2,46,98,984","1,87,28,543","1,11,78,712","63,00,753",0,"18,58,402","60,87,072","22,25,488","59,28,594","56,393","12,70,446","26,28,277","68,03,102","60,74,976",0,"21,127",0,"2,35,673",0,"25,41,396","1,00,074","98,392",0,0,0,0,0,0,"36,251",0,0,0,"93,979",0,"3,233",0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,57,74,574",
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,27,32,641","2,98,98,942","20,52,537","20,26,135","17,45,029","9,24,028","7,01,012","6,14,839","6,54,841","6,59,653",0,0,"2,55,740",0,"3,09,781","10,11,766","30,248",0,0,"14,550",0,"1,77,082","57,705","10,580",0,0,0,"1,79,891","31,896","27,468",0,0,0,0,0,0,0,0,"1,50,000",0,0,0,0,0,"45,169","10,153",0,0,0,0,0,0,0,0,0,0,"6,056",0,0,0,0,0,0,"3,022",0,0,0,0,0,0,0,"5,43,30,764",
4.7. Otros pasivos financieros ......................................................................................................................................................................,"38,30,928","74,62,381","21,93,537","9,09,683","5,58,862","6,15,072","1,03,778","1,49,213","2,51,202","4,40,669","61,921","2,53,625","2,58,524","1,16,542","1,37,178","1,058",13,"3,63,770","26,443","90,838","20,128","48,465","21,874","46,422","30,198","3,60,084","1,24,769","23,189","14,643","29,624","5,994","14,922","2,559",722,642,"13,442","2,185","4,750","11,443","1,94,823","20,102","2,279","6,041","5,132","1,007","3,145",734,307,"2,219","1,021","13,580","31,324","16,446",20,"5,514",14,"9,678",13,"1,186",549,"1,44,349","1,968",9,"3,288","19,421",0,"2,699",4,3,0,12,"1,90,88,179",
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11. DERIVADOS DE COBERTURA ..........................................................................................................,"28,23,590","22,71,659","9,74,803","5,23,388","5,08,622","20,760","1,31,059","1,86,937","57,528","1,19,683","46,407","3,03,990","67,587","95,764","3,569",0,0,36,"14,429","2,314","13,602","26,311","6,99,889",0,"7,160",0,0,0,157,0,"6,324","8,333",0,0,"7,746",0,"31,002",0,0,0,0,0,0,0,0,0,"3,697",0,403,0,0,0,0,"13,673",0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,71,188",
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14. PROVISIONES .............................................................................................................................................................................,"66,82,244","81,02,327","26,32,563","4,41,950","2,48,940","1,56,817","1,81,316","1,43,645","45,250","61,926","37,526","28,391","68,605","55,561","86,106",0,136,"17,390","21,204","2,528","16,068","3,718","2,497",801,"20,365",488,"20,285",57,"52,821","68,353","2,258","14,511",619,"1,178","1,242","3,563",325,429,"4,623",257,"3,121",897,804,151,12,569,141,10,787,"1,627","1,391","4,373","3,033","1,095",920,198,"11,705",43,"2,677","4,396",0,82,0,0,58,133,68,32,694,0,0,"1,92,67,900",
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"52,38,567","72,62,577","23,44,496","2,68,472","1,19,037","1,380","1,10,658","1,02,249","9,435","58,023","19,024","24,154","20,192","4,402","20,512",0,136,"3,655","12,169",301,"7,842",0,0,0,"9,471",45,"6,511",0,"31,123","67,451",0,"12,237",20,61,9,0,48,0,0,0,927,0,0,0,0,0,5,0,686,"1,223",0,0,0,0,0,108,"7,022",0,0,"4,396",0,0,0,0,0,46,68,0,325,0,0,"1,57,69,063",
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","21,308",0,"14,647",0,0,0,"2,927",0,"13,579",0,0,0,0,0,"2,838",0,860,0,0,0,7,0,0,57,"12,132",0,0,274,0,0,30,0,0,0,0,0,0,206,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,"72,550",
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"4,76,389","4,21,312","1,13,298","89,195","1,07,383","33,868","19,680","23,061","35,815","1,003","14,343",176,"24,753","9,339","14,419",0,0,203,"6,197",42,"7,366","3,718","2,487",801,"7,440",440,"2,399",0,"4,913",139,"2,258",800,0,1,"1,203","1,391",277,429,206,118,300,620,0,151,10,569,1,10,101,404,678,51,"1,359",0,0,36,"2,169",43,"1,861",0,0,82,0,0,58,1,0,1,33,0,0,"14,35,400",
14.4. Otras provisiones ......................................................................................................................................................................,"9,67,288","4,18,438","1,74,769","81,453","1,212","1,21,569","36,331","18,335",0,"2,900","1,232","4,061","10,081","41,820","51,175",0,0,"13,532",0,"2,185",0,0,10,0,"3,447",3,"11,375",0,"4,653",763,0,"1,200",599,"1,116",0,"2,172",0,0,"4,417",139,"1,894",71,804,0,2,0,0,0,0,0,713,"4,322","1,674","1,095",920,54,"2,514",0,96,0,0,0,0,0,0,86,0,31,336,0,0,"19,90,887",
15. PASIVOS FISCALES ..................................................................................................................................................................,"17,50,924","1,75,210","18,625","2,51,050","3,01,342","70,173","1,36,350","19,845","88,497","1,40,643","76,729",0,"41,469","19,426","45,452",0,0,0,"31,176",0,"26,716","2,302","13,483","1,116","18,777","5,428",346,"1,051",170,"19,178","29,038","12,681",93,0,"11,146","2,510","3,314","9,045",197,0,"1,002",974,12,1,"2,182","2,297","3,458",830,"1,661","28,112",9,"13,574","1,244","5,708",390,"55,785","2,697","4,511",0,"23,471",0,0,203,491,599,0,275,0,0,0,0,"34,72,988",
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"1,84,144","2,72,731","39,630",679,0,"50,870",0,"76,497",0,"36,551",0,"19,610",0,0,0,"31,157",0,"26,573",697,"7,287",727,"18,771","3,637",0,535,0,"7,258","9,430","12,669",0,0,"11,145","2,510","3,313","3,522",24,0,794,586,0,0,"2,129","1,420","3,457",798,"1,661","6,868",0,"12,394",0,"1,409",0,0,0,0,0,0,0,0,203,491,599,0,275,0,0,0,0,"8,53,051",
15.2. Diferidos ............................................................................................................................................................................,"17,50,924","1,75,210","18,625","66,906","28,611","30,543","1,35,671","19,845","37,627","1,40,643",232,0,"4,918","19,426","25,842",0,0,0,19,0,143,"1,605","6,196",389,6,"1,791",346,516,170,"11,920","19,608",12,93,0,1,0,1,"5,523",173,0,208,388,12,1,53,877,1,32,0,"21,244",9,"1,180","1,244","4,299",390,"55,785","2,697","4,511",0,"23,471",0,0,0,0,0,0,0,0,0,0,0,"26,19,937",
16. PERIODIFICACIONES ..................................................................................................................................................................,"13,54,657","24,34,527","3,04,957","2,02,868","2,00,218","1,00,030","1,65,761","1,95,914","55,260","18,583","32,999","20,869","94,783","52,379","46,644",286,518,"19,634","16,017","7,268","15,422","16,722","6,155","14,469","11,036","5,352","53,970","10,100","8,843","28,872","8,475","5,789","16,605","21,210","1,372","4,885","5,221","1,095","4,974",0,"1,077","5,475",838,"5,282","2,160","2,025","1,874",18,"2,326","2,945","12,946","21,887","7,161",82,"2,128",783,"13,239",743,919,574,"33,474","3,245",12,"3,006",387,320,384,209,162,118,22,"56,90,560",
