Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
17. OTROS PASIVOS ........................................................................................................................................................................,"34,49,030","33,67,759","7,59,088","5,84,049","7,81,712","4,23,135","1,64,680","3,24,056","1,17,886","5,87,949","1,64,174","40,799","78,027","47,982","44,045",802,"1,100","2,86,088","67,752","34,850","55,380","8,711","20,090","22,238","48,375","7,527","57,240","6,019","18,166","39,911","19,895","30,189","14,672","42,552","22,046","8,494","10,422","7,327",571,"7,294","2,861","3,833","10,666","6,631","7,586","3,477","34,958","1,661","3,399","14,883","16,555","16,730","7,300","3,699","1,656","13,365","9,988","1,750",594,"60,532","20,042","1,044",507,"1,030","1,607",665,"1,567",365,337,245,5,"1,20,21,620",
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.2. Resto ................................................................................................................................................................................,"34,49,030","33,67,759","7,59,088","5,84,049","7,81,712","4,23,135","1,64,680","3,24,056","1,17,886","5,87,949","1,64,174","40,799","78,027","47,982","44,045",802,"1,100","2,86,088","67,752","34,850","55,380","8,711","20,090","22,238","48,375","7,527","57,240","6,019","18,166","39,911","19,895","30,189","14,672","42,552","22,046","8,494","10,422","7,327",571,"7,294","2,861","3,833","10,666","6,631","7,586","3,477","34,958","1,661","3,399","14,883","16,555","16,730","7,300","3,699","1,656","13,365","9,988","1,750",594,"60,532","20,042","1,044",507,"1,030","1,607",665,"1,567",365,337,245,5,"1,20,21,620",
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,"5,01,162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,01,162",
TOTAL PASIVO,"34,39,64,525","32,39,29,547","10,28,15,567","7,07,84,537","7,25,16,966","4,93,80,823","2,32,48,962","2,90,51,311","1,79,78,905","1,60,86,885","1,17,80,917","1,25,91,932","1,62,03,370","83,24,876","92,01,787","81,34,528","67,61,786","96,78,849","44,92,752","45,29,241","41,15,704","38,52,415","92,24,366","67,31,757","37,29,683","32,96,111","68,41,636","25,70,551","70,25,378","32,88,950","22,52,085","20,41,841","15,04,388","9,97,216","22,45,223","15,48,067","12,13,901","6,94,385","9,18,554","8,82,138","4,93,061","5,12,091","1,45,323","4,12,635","19,10,634","4,28,237","10,49,808","3,39,072","11,95,150","6,62,739","16,01,105","30,05,144","2,85,455","33,18,743","4,21,611","70,211","59,63,274","1,32,180","3,14,879","90,113","1,97,932","53,228","16,443","12,27,029","64,899","1,118","5,212",610,"1,196","1,170",39,"1,23,03,52,756",
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"33,39,003","2,32,221","-1,19,518","50,852","13,366","-29,295","2,24,263","-12,689","35,234","21,262",17,"-3,132","-17,238",-111,"24,319",0,0,94,3,"-1,262",218,"-15,352","11,856",4,13,"3,519","2,460",0,20,-365,632,5,"-1,584",0,2,"-2,157",2,"6,728",266,0,-586,686,27,-2,114,"1,045",2,72,0,"41,919",0,0,"2,149",0,126,"1,15,862",0,"21,615",0,0,0,0,0,0,-21,0,0,0,0,0,0,"39,46,664",
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"34,17,213","1,48,619","-30,833","52,199","5,160","-29,682","2,24,263","-9,528","35,234",548,17,"-3,132","9,686",-128,"24,285",0,0,94,3,0,218,"-15,352","12,229",4,13,"3,519","2,460",0,20,-365,350,5,"-1,584",0,2,"-2,157",2,"6,728",266,0,-586,686,27,-2,114,"1,045",2,72,0,"41,919",0,0,"2,149",0,126,"1,15,862",0,"21,615",0,0,0,0,0,0,-21,0,0,0,0,0,0,"40,33,384",
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-87,808","13,543","-88,685",384,"8,206",0,0,"-3,161",0,"20,714",0,0,"-26,924",0,34,0,0,0,0,"-1,262",0,0,-373,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,65,050",
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,"70,059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,059",
2.5. Diferencias de cambio ......................................................................................................................................................................,"9,598",0,0,"-1,731",0,387,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,271",
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,55,74,558","3,37,91,911","39,78,386","34,01,080","29,87,237","12,93,764","10,06,513","8,89,531","7,37,060","34,99,691","9,39,112","2,46,287","6,13,051","5,94,024","5,25,507","99,222","69,410","-32,250","4,63,939","44,724","3,70,050","1,59,332","1,59,958","1,78,681","2,07,870","72,125","2,12,876","3,97,058","3,97,787","2,92,668","1,70,670","1,90,658","1,36,154","43,758","2,08,453","93,025","31,137","54,513","37,856","1,30,561","1,14,002","66,649","39,318","26,296","54,392","23,478","60,082","54,758","57,433","84,720","71,681","2,71,995","66,561","3,49,400","29,886","1,82,166","1,60,470","24,726","1,99,149","11,567","54,781","21,693","25,117","35,503","24,335","32,360","1,18,955","19,836","15,879","11,542","9,081","7,65,85,758",
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","2,62,431","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,10,503",
3.1.1. Emitido ..................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","3,37,417","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,85,489",
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",
3.2. Prima de emisión ......................................................................................................................................................................,"1,27,70,323","2,03,70,128",0,"13,73,270","12,16,291","3,42,534","1,80,882","1,97,547","54,949","11,39,990",13,"10,662","1,66,572","2,804","2,19,896","65,407",0,0,0,"59,354","2,539","15,322",0,"49,008",511,"7,275",0,"2,30,195",747,0,"69,912",94,"1,32,087",138,"1,364","35,906",55,0,0,"75,874","29,388",0,0,0,0,"7,212","3,606",0,451,"10,955",0,"6,611",0,"57,140",0,"39,038","27,818",0,0,0,0,"1,276",0,0,0,0,"42,466",189,0,0,0,"3,90,17,799",
3.3. Reservas ..................................................................................................................................................................,"22,42,026","47,74,605","35,96,504","20,69,032","17,96,835","8,84,064","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,086","5,62,061","2,77,164","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,099","35,897","56,735","2,01,439","52,350","1,74,105",-395,"-45,745","1,19,894","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,056","-39,860","18,582","-19,657","-6,155","8,256","-3,688","10,316","25,476","50,250","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646",-853,"15,420","27,740","5,903","7,057","21,203","6,305","18,323","3,835",966,"4,249","2,527",65,"2,39,34,136",
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"22,42,026","47,74,605","35,96,504","20,69,032","17,96,835","8,84,064","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,081","5,62,061","2,77,164","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,099","35,897","56,735","2,01,439","52,350","1,74,105",-395,"-45,745","1,17,660","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,056","-39,860","18,582","-19,657","-6,155","8,256","-3,688","10,316","25,476","50,250","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646",-853,"15,415","27,740","5,903","7,057","21,203","6,305","18,323","3,835",966,"4,249","2,527",65,"2,39,31,892",
3.3.2. Remanente ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"2,244",
3.4. Otros instrumentos de capital ..........................................................................................................,"44,388","70,57,836",0,0,0,"8,914","5,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,16,139",
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,0,0,0,0,"8,914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,914",
3.4.2. Resto ..................................................................................................................................................................,"44,388","70,57,836",0,0,0,0,"5,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,07,225",
3.5. Menos: Valores propios ......................................................................................................................................................................,"-2,09,093",0,0,"-36,060",0,"-3,364",0,0,"-1,212",0,0,0,0,0,0,0,0,0,0,0,0,-529,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,"-5,218",0,0,0,0,0,0,0,0,0,0,0,0,-775,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,"-2,56,260",
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.7. Resultado del ejercicio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-11,09,591","-15,37,806","-1,66,639","-1,58,164","-1,47,432","-57,447","-12,038",0,"-12,622","-4,01,806","-15,124",0,0,0,"-8,993",0,0,"-2,35,000","-6,769",0,"-5,325",0,0,0,"-3,680",0,0,0,0,0,0,"-2,932",0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-54,848",0,0,0,0,0,0,-43,0,0,0,0,"-39,36,559",
TOTAL PATRIMONIO NETO,"1,89,13,561","3,40,24,132","38,58,868","34,51,932","30,00,603","12,64,469","12,30,776","8,76,842","7,72,294","35,20,953","9,39,129","2,43,155","5,95,813","5,93,913","5,49,826","99,222","69,410","-32,156","4,63,942","43,462","3,70,268","1,43,980","1,71,814","1,78,685","2,07,883","75,644","2,15,336","3,97,058","3,97,807","2,92,303","1,71,302","1,90,663","1,34,570","43,758","2,08,455","90,868","31,139","61,241","38,122","1,30,561","1,13,416","67,335","39,345","26,294","54,506","24,523","60,084","54,830","57,433","1,26,639","71,681","2,71,995","68,710","3,49,400","30,012","2,98,028","1,60,470","46,341","1,99,149","11,567","54,781","21,693","25,117","35,503","24,314","32,360","1,18,955","19,836","15,879","11,542","9,081","8,05,32,422",
TOTAL PATRIMONIO NETO Y PASIVO,"36,28,78,086","35,79,53,679","10,66,74,435","7,42,36,469","7,55,17,569","5,06,45,292","2,44,79,738","2,99,28,153","1,87,51,199","1,96,07,838","1,27,20,046","1,28,35,087","1,67,99,183","89,18,789","97,51,613","82,33,750","68,31,196","96,46,693","49,56,694","45,72,703","44,85,972","39,96,395","93,96,180","69,10,442","39,37,566","33,71,755","70,56,972","29,67,609","74,23,185","35,81,253","24,23,387","22,32,504","16,38,958","10,40,974","24,53,678","16,38,935","12,45,040","7,55,626","9,56,676","10,12,699","6,06,477","5,79,426","1,84,668","4,38,929","19,65,140","4,52,760","11,09,892","3,93,902","12,52,583","7,89,378","16,72,786","32,77,139","3,54,165","36,68,143","4,51,623","3,68,239","61,23,744","1,78,521","5,14,028","1,01,680","2,52,713","74,921","41,560","12,62,532","89,213","33,478","1,24,167","20,446","17,075","12,712","9,120","1,31,08,85,178",
PRO-MEMORIA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"10,07,37,406","10,44,92,844","1,15,49,291","85,35,768","2,30,36,513","50,45,614","18,64,926","18,22,312","23,36,970","14,52,610","13,95,806","6,86,893","25,13,174","6,72,814","9,81,183",4,"5,465","23,420","5,63,125","1,838","6,43,315","3,00,830","1,16,420","89,587","6,01,980","31,442","2,01,867",0,"2,96,961","17,059","1,86,332","73,726",0,49,"98,655","1,11,403","58,020","24,682","20,705","6,125","26,099","19,122",0,"1,59,211","1,058","39,841",268,854,"8,268","41,346","1,24,558","8,613","2,26,955","6,689",42,"5,11,950","96,487","2,304","91,469",0,0,"5,939",0,34,"25,021",28,0,"1,625","1,455",0,0,"27,19,96,370",
1.1. Garantías financieras ......................................................................................................................................................................,"9,80,10,787","10,44,86,449","1,15,49,280","85,35,768","2,28,99,734","49,65,350","18,64,926","17,95,535","23,36,493","14,52,610","13,41,742","6,86,893","25,12,969","6,72,814","9,81,183",4,"5,465","23,420","5,57,428","1,838","6,41,082","3,00,458","1,16,420","89,587","6,00,487","31,442","1,82,419",0,"2,96,417","17,059","1,86,332","72,060",0,49,"98,655","1,11,403","58,020","24,682","20,705","6,125","26,099","18,571",0,"1,59,211","1,058","39,841",268,854,"8,268","39,696","1,24,558",0,"2,26,955","6,689",42,"5,11,950","96,487","2,304","83,747",0,0,"5,939",0,34,"25,021",28,0,"1,625","1,455",0,0,"26,89,14,790",
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,0,365,0,0,241,0,0,6,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276",
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"27,26,619","6,392",11,0,"1,36,414","80,264",0,"26,536",477,0,"54,058",0,205,0,0,0,0,0,"5,696",0,"2,233",362,0,0,"1,493",0,"19,448",0,544,0,0,"1,666",0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,"8,613",0,0,0,0,0,0,"7,722",0,0,0,0,0,0,0,0,0,0,0,0,"30,79,304",
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"8,04,47,740","7,58,71,369","1,95,88,205","2,21,83,128","1,06,34,537","85,25,438","47,74,528","45,06,427","37,93,128","2,28,07,348","17,09,017","12,06,794","28,45,413","21,52,234","16,56,034",0,"18,440","25,84,832","10,81,081","91,691","9,10,190","5,87,920","13,37,308","2,67,890","9,14,558","2,42,378","10,20,422","3,12,446","11,67,974","42,89,404","4,26,967","3,56,116","26,79,437",0,"3,13,368","2,07,594","58,100","71,622","24,496","45,122","65,620","63,771",0,"14,324","67,870","85,460","22,11,900","9,635","97,299","71,931","60,831","24,76,467","63,651",0,305,0,"97,582","6,397","60,085",0,0,"12,235","2,496","8,217","5,112",0,44,0,0,0,0,"28,71,91,928",
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,89,48,584","4,28,68,756","1,63,06,376","2,06,28,926","97,06,447","77,49,688","43,59,122","44,48,130","37,51,728","2,28,07,348","16,05,286","12,06,794","20,14,952","21,52,234","15,56,011",0,0,"25,84,832","10,23,869","91,432","8,25,516","5,53,768","13,37,308","1,46,680","8,45,744","1,79,898","10,15,290","3,12,446","10,99,907","40,57,247","3,91,680","3,30,845","26,64,463",0,"3,13,368","2,07,594","55,250","71,622","24,150","44,195","62,542","45,081",0,"11,928","67,870","71,041","22,11,859","9,591","97,299","68,931","60,831","24,76,467","62,797",0,184,0,"21,582","6,397","60,083",0,0,"12,227","2,496","1,561","5,079",0,10,0,0,0,0,"23,36,43,342",
2.2. Otros compromisos ......................................................................................................................................................................,"1,14,99,156","3,30,02,613","32,81,829","15,54,202","9,28,090","7,75,750","4,15,406","58,297","41,400",0,"1,03,731",0,"8,30,461",0,"1,00,023",0,"18,440",0,"57,212",259,"84,674","34,152",0,"1,21,210","68,814","62,480","5,132",0,"68,067","2,32,157","35,287","25,271","14,974",0,0,0,"2,850",0,346,927,"3,078","18,690",0,"2,396",0,"14,419",41,44,0,"3,000",0,0,854,0,121,0,"76,000",0,2,0,0,8,0,"6,656",33,0,34,0,0,0,0,"5,35,48,586",
