Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
16. PERIODIFICACIONES ..................................................................................................................................................................,"14,58,958","31,93,716","3,65,790","2,22,236","2,21,011","99,279","1,85,479","2,05,595","56,928","19,066","37,163","22,442","97,716","54,664","48,704",318,579,"20,129","17,101","5,733","17,567","16,932","6,148","14,285","12,208","5,753","57,303","10,627","9,677","29,202","8,820","6,381","17,089","22,683","1,543","4,979","5,262","1,130","4,754",0,"1,201","5,360","3,438","5,508","2,384","2,089","1,880",20,"2,316","3,206","15,362","22,431","7,560",105,"2,221",837,"12,939",534,872,517,"51,232","3,326",14,"3,038",283,357,101,218,275,130,24,"67,34,728",
17. OTROS PASIVOS ........................................................................................................................................................................,"35,64,847","49,82,442","8,01,815","6,01,929","8,39,941","4,35,630","1,78,431","3,77,886","1,29,100","7,52,379","1,91,705","45,540","85,157","50,384","48,072",828,"1,226","3,05,160","72,927","51,692","59,009","9,715","20,016","22,524","50,863","8,092","56,579","5,707","20,455","76,731","22,314","32,520","16,611","45,124","24,557","9,787","17,747","8,046","1,567","10,246","2,882","5,045","-14,363","6,873","7,910","5,424","42,796","1,849","3,723","12,540","16,644","18,389","7,599","4,029",523,"15,288","7,267","1,887","1,036","60,894","23,579","1,209",552,"1,041","1,930",741,"1,760",404,572,270,6,"1,42,75,600",
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.2. Resto ................................................................................................................................................................................,"35,64,847","49,82,442","8,01,815","6,01,929","8,39,941","4,35,630","1,78,431","3,77,886","1,29,100","7,52,379","1,91,705","45,540","85,157","50,384","48,072",828,"1,226","3,05,160","72,927","51,692","59,009","9,715","20,016","22,524","50,863","8,092","56,579","5,707","20,455","76,731","22,314","32,520","16,611","45,124","24,557","9,787","17,747","8,046","1,567","10,246","2,882","5,045","-14,363","6,873","7,910","5,424","42,796","1,849","3,723","12,540","16,644","18,389","7,599","4,029",523,"15,288","7,267","1,887","1,036","60,894","23,579","1,209",552,"1,041","1,930",741,"1,760",404,572,270,6,"1,42,75,600",
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOTAL PASIVO,"33,89,30,684","33,20,03,601","10,50,54,225","7,07,07,426","7,28,02,779","5,15,72,746","2,34,01,878","2,89,88,173","1,84,39,617","1,68,71,698","1,15,69,145","1,32,13,109","1,67,73,823","82,39,534","92,23,915","81,52,929","62,77,745","98,81,400","45,98,029","46,36,711","41,29,255","37,88,102","93,71,867","76,69,681","37,04,841","26,37,633","69,41,663","26,44,894","71,15,309","32,98,394","23,13,487","20,31,740","15,52,272","13,84,692","22,09,036","15,35,951","13,20,928","7,04,670","9,87,587","8,05,945","4,99,620","5,39,946","-9,290","4,31,863","19,24,944","4,34,364","10,54,727","3,42,928","11,93,576","6,04,844","16,03,145","30,84,519","2,88,773","34,12,243","4,24,494","63,649","59,75,672","1,40,765","3,90,365","90,702","1,96,745","60,977","16,722","12,30,614","62,837","1,231","4,197",661,"1,256","1,207",42,"1,24,15,55,452",
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"31,93,447","3,09,133","-96,935","50,142","10,793","-27,155","2,24,743","-10,751","28,887","14,638",30,"-6,040","-10,063",-351,"18,951",0,0,94,3,"-1,021",218,"-15,567","11,671",692,14,"3,392","2,120",0,-17,-327,192,5,"-1,300",0,2,"-2,488",1,"6,747","2,892",0,-699,-55,30,-2,114,"1,011",2,72,0,"38,624",0,0,"2,149",0,71,"98,127",0,"20,611",0,0,0,0,0,0,-18,0,0,0,0,0,0,"38,66,829",
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"32,50,006","2,06,116","-12,463","52,065","2,980","-27,484","2,24,743","-6,768","28,887",0,30,"-6,040","9,792",-330,"18,916",0,0,94,3,0,218,"-15,567","14,450",692,14,"3,392","2,120",0,-17,-327,123,5,"-1,300",0,2,"-2,488",1,"6,747","2,892",0,-699,-132,30,-2,114,"1,011",2,72,0,"38,624",0,0,"2,149",0,71,"98,127",0,"20,611",0,0,0,0,0,0,-18,0,0,0,0,0,0,"39,11,464",
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-73,702","12,187","-84,472",102,"7,813",0,0,"-3,983",0,"14,638",0,0,"-19,855",0,35,0,0,0,0,"-1,021",0,0,"-2,779",0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,50,968",
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,"90,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90,830",
2.5. Diferencias de cambio ......................................................................................................................................................................,"17,143",0,0,"-2,025",0,329,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,426",
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
3. FONDOS PROPIOS ..................................................................................................................................................................,"1,54,10,616","3,37,52,342","39,80,164","34,39,723","29,87,237","12,47,506","9,90,864","8,89,531","7,37,060","34,99,691","9,39,112","2,46,287","6,13,051","5,94,024","5,25,507","99,222","69,410","-32,250","4,63,939","44,724","3,70,050","1,59,330","1,59,958","1,78,681","2,07,871","72,125","2,12,876","3,97,058","3,97,787","2,92,668","1,70,670","1,90,658","1,36,154","43,758","2,08,453","93,025","31,137","54,513","37,856","1,30,561","1,14,002","66,649","39,318","26,296","54,392","23,478","60,082","54,757","57,433","84,720","71,681","2,71,995","66,561","3,49,400","29,886","1,82,166","1,60,470","24,726","1,98,149","11,567","54,781","21,693","25,117","35,503","24,335","32,360","1,18,937","19,836","15,879","11,542","9,081","7,63,59,741",
3.1. Capital o fondo de dotación ......................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","2,62,431","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,10,503",
3.1.1. Emitido ..................................................................................................................................................................,"18,36,505","31,27,148","5,48,521","1,53,002","1,21,543","1,19,063","86,356","1,57,841","1,05,007","9,96,213","16,297","1,51,043","67,393","29,159","37,440","30,050","58,298","21,190","26,036","39,077","9,129","83,440","1,24,061","72,938","9,600","12,500","38,771","1,67,258","4,42,792","1,72,774","73,148","10,572","80,317","5,412","84,250","23,101","22,779","4,509","34,800","94,547","66,032","91,524","45,473","18,040","58,080","5,950","31,000","4,508","50,154","39,281","72,224","60,902","52,405","3,37,417","14,761","32,775","14,983","18,080","2,00,002","50,995","27,041","14,514","18,060","14,300","18,030","14,039","72,697","18,681","11,630","9,015","9,016","1,07,85,489",
3.1.2. Pendiente de desembolso no exigido (-) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,986",
3.2. Prima de emisión ......................................................................................................................................................................,"1,27,70,323","2,03,70,128",0,"13,73,270","12,16,291","3,42,534","1,80,882","1,97,547","54,949","11,39,990",13,"10,662","1,66,572","2,804","2,19,896","65,407",0,0,0,"59,354","2,539","15,322",0,"49,008",511,"7,275",0,"2,30,195",747,0,"69,912",94,"1,32,087",138,"1,364","35,906",55,0,0,"75,874","29,388",0,0,0,0,"7,212","3,606",0,451,"10,955",0,"6,611",0,"57,140",0,"39,038","27,818",0,0,0,0,"1,276",0,0,0,0,"42,466",189,0,0,0,"3,90,17,799",
3.3. Reservas ..................................................................................................................................................................,"22,47,107","47,76,673","35,96,504","20,71,592","17,96,835","8,84,295","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,086","5,62,061","2,77,164","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,099","35,897","56,735","2,01,440","52,350","1,74,105",-395,"-45,745","1,19,894","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,056","-39,860","18,582","-19,657","-6,155","8,256","-3,688","10,316","25,476","50,249","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646","-1,853","15,420","27,740","5,903","7,057","21,203","6,305","18,323","3,817",966,"4,249","2,527",65,"2,39,43,058",
3.3.1. Reservas (pérdidas) acumuladas ..........................................................................................................,"22,47,107","47,76,673","35,96,504","20,71,592","17,96,835","8,84,295","7,46,312","5,34,143","5,90,938","17,65,294","9,37,926","84,582","3,79,081","5,62,061","2,77,164","3,765","11,112","1,81,560","4,44,672","-53,707","3,63,707","61,099","35,897","56,735","2,01,440","52,350","1,74,105",-395,"-45,745","1,17,660","27,610","1,82,924","-76,250","38,208","1,22,839","34,018","8,303","50,304","3,056","-39,860","18,582","-19,657","-6,155","8,256","-3,688","10,316","25,476","50,249","6,828","34,484",-543,"2,04,482","14,156","29,829","15,900","1,10,353","1,17,669","6,646","-1,853","15,415","27,740","5,903","7,057","21,203","6,305","18,323","3,817",966,"4,249","2,527",65,"2,39,40,814",
3.3.2. Remanente ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"2,244",
3.4. Otros instrumentos de capital ..........................................................................................................,"46,227","70,48,968","1,778",0,0,"9,074","5,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,11,361",
3.4.1. De instrumentos financieros compuestos ..........................................................................................................,0,0,0,0,0,"9,074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,074",
3.4.2. Resto ..................................................................................................................................................................,"46,227","70,48,968","1,778",0,0,0,"5,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,02,287",
3.5. Menos: Valores propios ......................................................................................................................................................................,"-3,79,955","-32,769",0,0,0,"-50,013",0,0,"-1,212",0,0,0,0,0,0,0,0,0,0,0,0,-531,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,"-5,218",0,0,0,0,0,0,0,0,0,0,0,0,-775,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,"-4,70,482",
3.6. Cuotas participativas y fondos asociados (Cajas de Ahorros) ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.1. Cuotas participativas ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.2. Fondo de reservas de cuotapartícipes ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6.3. Fondo de estabilización ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.7. Resultado del ejercicio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.8. Menos: Dividendos y retribuciones ..........................................................................................................,"-11,09,591","-15,37,806","-1,66,639","-1,58,141","-1,47,432","-57,447","-28,000",0,"-12,622","-4,01,806","-15,124",0,0,0,"-8,993",0,0,"-2,35,000","-6,769",0,"-5,325",0,0,0,"-3,680",0,0,0,0,0,0,"-2,932",0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-54,848",0,0,0,0,0,0,-43,0,0,0,0,"-39,52,498",
TOTAL PATRIMONIO NETO,"1,86,04,063","3,40,61,475","38,83,229","34,89,865","29,98,030","12,20,351","12,15,607","8,78,780","7,65,947","35,14,329","9,39,142","2,40,247","6,02,988","5,93,673","5,44,458","99,222","69,410","-32,156","4,63,942","43,703","3,70,268","1,43,763","1,71,629","1,79,373","2,07,885","75,517","2,14,996","3,97,058","3,97,770","2,92,341","1,70,862","1,90,663","1,34,854","43,758","2,08,455","90,537","31,138","61,260","40,748","1,30,561","1,13,303","66,594","39,348","26,294","54,506","24,489","60,084","54,829","57,433","1,23,344","71,681","2,71,995","68,710","3,49,400","29,957","2,80,293","1,60,470","45,337","1,98,149","11,567","54,781","21,693","25,117","35,503","24,317","32,360","1,18,937","19,836","15,879","11,542","9,081","8,02,26,570",
TOTAL PATRIMONIO NETO Y PASIVO,"35,75,34,747","36,60,65,076","10,89,37,454","7,41,97,291","7,58,00,809","5,27,93,097","2,46,17,485","2,98,66,953","1,92,05,564","2,03,86,027","1,25,08,287","1,34,53,356","1,73,76,811","88,33,207","97,68,373","82,52,151","63,47,155","98,49,244","50,61,971","46,80,414","44,99,523","39,31,865","95,43,496","78,49,054","39,12,726","27,13,150","71,56,659","30,41,952","75,13,079","35,90,735","24,84,349","22,22,403","16,87,126","14,28,450","24,17,491","16,26,488","13,52,066","7,65,930","10,28,335","9,36,506","6,12,923","6,06,540","30,058","4,58,157","19,79,450","4,58,853","11,14,811","3,97,757","12,51,009","7,28,188","16,74,826","33,56,514","3,57,483","37,61,643","4,54,451","3,43,942","61,36,142","1,86,102","5,88,514","1,02,269","2,51,526","82,670","41,839","12,66,117","87,154","33,591","1,23,134","20,497","17,135","12,749","9,123","1,32,17,82,022",
PRO-MEMORIA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. RIESGOS CONTINGENTES .................................................................................................................................................................,"10,34,42,016","10,48,18,882","1,16,76,780","85,15,076","2,31,35,435","49,23,699","18,88,460","29,17,768","23,31,588","9,09,215","14,06,557","6,83,456","25,80,769","6,59,032","9,90,211",4,"5,465","23,244","5,62,658",165,"6,77,841","3,03,542","1,18,866","88,619","6,16,562","31,381","1,89,105",0,"2,52,635","18,542","1,86,413","71,865",0,49,"98,268","1,13,659","58,020","24,507","21,508","6,130","24,305","19,361",0,"1,59,448","1,049","40,682",180,854,"8,059","41,885","1,24,544","9,182","2,26,775","6,689",42,"5,17,737","96,077","2,304","83,905",0,0,"6,369",0,34,"29,639",28,0,"1,625","1,455",0,0,"27,57,50,220",
1.1. Garantías financieras ......................................................................................................................................................................,"10,03,49,661","10,48,12,511","1,16,76,770","85,15,076","2,30,01,341","48,43,890","18,88,460","28,88,733","23,30,085","9,09,215","13,53,295","6,83,456","25,80,564","6,59,032","9,90,211",4,"5,465","23,244","5,57,039",165,"6,75,611","3,03,174","1,18,866","88,619","6,15,086","31,381","1,86,105",0,"2,51,800","18,542","1,86,413","70,262",0,49,"98,268","1,13,659","58,020","24,507","21,508","6,130","24,305","18,810",0,"1,59,448","1,049","40,682",180,854,"8,059","40,235","1,24,544",0,"2,26,775","6,689",42,"5,17,737","96,077","2,304","76,183",0,0,"6,369",0,34,"29,639",28,0,"1,625","1,455",0,0,"27,23,19,340",
1.2. Activos afectos a obligaciones de terceros ..........................................................................................................,0,3,0,0,365,0,0,241,0,0,6,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,276",
1.3. Otros riesgos contingentes ......................................................................................................................................................................,"30,92,355","6,368",10,0,"1,33,729","79,809",0,"28,794","1,503",0,"53,256",0,205,0,0,0,0,0,"5,618",0,"2,230",358,0,0,"1,476",0,"3,000",0,835,0,0,"1,603",0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,"9,182",0,0,0,0,0,0,"7,722",0,0,0,0,0,0,0,0,0,0,0,0,"34,28,604",
2. COMPROMISOS CONTINGENTES ..........................................................................................................,"8,00,51,920","5,57,15,302","2,84,35,150","2,21,69,473","1,07,38,317","91,22,235","48,39,570","46,31,174","39,81,737","2,22,22,830","16,61,154","10,11,390","28,68,732","20,47,244","16,53,176",0,"25,755","31,11,463","10,96,853","92,552","8,92,487","8,06,488","13,93,231","1,69,313","8,92,311","1,80,408","13,01,911","3,19,358","11,77,225","42,37,687","4,41,422","3,36,468","30,89,622",0,"2,94,102","2,09,147","1,17,072","76,312","29,037","37,991","65,531","58,503",0,"13,427","67,133","90,385","22,06,298","7,150","97,236","77,401","54,533","25,17,208","68,050",0,225,0,"41,507","7,026","69,070",0,0,"16,880","2,671","10,008","3,249",0,43,0,0,0,0,"27,69,51,153",
2.1. Disponibles por terceros ......................................................................................................................................................................,"6,90,10,331","4,23,84,259","2,32,91,961","2,06,85,226","98,98,211","82,82,317","44,50,410","45,87,705","39,40,337","2,22,22,830","15,65,496","10,11,390","21,07,265","20,47,244","15,58,710",0,0,"31,11,463","10,48,513","90,211","8,11,601","7,67,756","13,71,231","1,44,275","8,34,452","1,80,013","9,76,862","3,19,358","11,12,579","40,88,121","4,20,498","3,25,620","30,83,514",0,"2,94,102","2,09,147","1,07,437","76,312","28,111","36,443","62,453","49,243",0,"12,643","67,133","73,910","22,06,295","7,150","97,236","74,401","54,533","25,17,208","63,197",0,175,0,"10,507","7,026","69,070",0,0,"16,163","2,671","1,258","3,218",0,10,0,0,0,0,"24,18,76,811",
2.2. Otros compromisos ......................................................................................................................................................................,"1,10,41,589","1,33,31,043","51,43,189","14,84,247","8,40,106","8,39,918","3,89,160","43,469","41,400",0,"95,658",0,"7,61,467",0,"94,466",0,"25,755",0,"48,340","2,341","80,886","38,732","22,000","25,038","57,859",395,"3,25,049",0,"64,646","1,49,566","20,924","10,848","6,108",0,0,0,"9,635",0,926,"1,548","3,078","9,260",0,784,0,"16,475",3,0,0,"3,000",0,0,"4,853",0,50,0,"31,000",0,0,0,0,717,0,"8,750",31,0,33,0,0,0,0,"3,50,74,342",
